名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·同创誉城 2室2厅 复式 西,番禺,雅居乐,同创誉城,40.00㎡,西,2室2厅1卫
整租·东湖新村 2室1厅 东南/南,越秀,东湖,东湖新村,40.00㎡,东南 南,2室1厅1卫
整租·信基玥岛 2室2厅 南,番禺,厦滘,信基玥岛,35.00㎡,南,2室2厅2卫
整租·壹诚大厦 2室2厅 北,荔湾,东塱,壹诚大厦,35.00㎡,北,2室2厅2卫
整租·翠馨华庭 2室1厅 东,海珠,广州大道南,翠馨华庭,38.00㎡,东,2室1厅1卫
整租·万科海上传奇 2室1厅 西北,荔湾,芳村,万科海上传奇,34.00㎡,西北,2室1厅1卫
整租·应元路 2室1厅 南,越秀,小北,应元路,35.00㎡,南,2室1厅1卫
整租·侨诚花园 2室1厅 错层 东,海珠,东晓南,侨诚花园,37.00㎡,东,2室1厅1卫
整租·万科海上传奇 2室2厅 南,荔湾,芳村,万科海上传奇,29.00㎡,南,2室2厅1卫
整租·荔港南湾H区 2室1厅 东,荔湾,南岸路,荔港南湾H区,37.50㎡,东,2室1厅1卫
整租·百灵路 2室1厅 东南,越秀,盘福,百灵路,40.00㎡,东南,2室1厅1卫
整租·西华路 2室1厅 东,荔湾,西华路,西华路,40.00㎡,东,2室1厅1卫
整租·大同路(荔湾) 2室1厅 东南,荔湾,和平西,大同路(荔湾),40.00㎡,东南,2室1厅1卫
整租·东风东路 2室1厅 南/北,越秀,东风东,东风东路,40.00㎡,南 北,2室1厅1卫
整租·壹诚大厦 2室1厅 东南/西北,荔湾,东塱,壹诚大厦,35.00㎡,东南 西北,2室1厅2卫
整租·建设三马路 2室1厅 北,越秀,建设路,建设三马路,29.00㎡,北,2室1厅1卫
整租·华江花园 2室1厅 南,天河,天河公园,华江花园,40.00㎡,南,2室1厅1卫
整租·建设二马路 2室1厅 北,越秀,建设路,建设二马路,29.90㎡,北,2室1厅1卫
整租·都府小区 2室1厅 东南,越秀,公园前,都府小区,38.00㎡,东南,2室1厅1卫
整租·共和路 2室1厅 南/北,越秀,杨箕,共和路,40.00㎡,南 北,2室1厅1卫
整租·龙津东路 2室1厅 东南/南/西北/北,荔湾,龙津,龙津东路,36.00㎡,东南 南 西北 北,2室1厅1卫
整租·泮塘 2室1厅 南/北,荔湾,中山八,泮塘,38.04㎡,南 北,2室1厅1卫
整租·侨兴苑 2室1厅 东/南,天河,石牌,侨兴苑,37.00㎡,东 南,2室1厅1卫
整租·建设二马路 2室1厅 北,越秀,建设路,建设二马路,40.00㎡,北,2室1厅1卫
整租·逸合中心 2室2厅 东,荔湾,鹤洞,逸合中心,33.00㎡,东,2室2厅2卫
整租·拥翠小区 2室1厅 东北,越秀,建设路,拥翠小区,36.00㎡,东北,2室1厅1卫
整租·豪贤路 2室1厅 东南/南,越秀,农讲所,豪贤路,40.00㎡,东南 南,2室1厅1卫
整租·中铁港航局集团二公司丽雅生活区 2室2厅 南,花都,旧区,中铁港航局集团二公司丽雅生活区,50.00㎡,南,2室2厅1卫
独栋·V寓公寓 马鞍山地铁站店 A栋两房 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·溢盈湖畔别墅 2室1厅 东南,花都,花城街,溢盈湖畔别墅,57.00㎡,东南,2室1厅1卫
独栋·拼图家园 黎黎酱的店 新港东特价两房一厅，民水民电 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·三元里大道 2室1厅 东,白云,机场路,三元里大道,50.00㎡,东,2室1厅1卫
独栋·拼图家园 黎黎酱的店 新港东特惠二房一厅，民水民电 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·沙园中路 2室1厅 南,增城,荔城富鹏,沙园中路,50.00㎡,南,2室1厅1卫
独栋·V寓公寓 马鞍山地铁站店 E栋两房 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·广园云苑新村 2室1厅 南,白云,景泰,广园云苑新村,52.00㎡,南,2室1厅1卫
独栋·舒寓公寓 大沙地B-Z栋 两房一厅 2室1厅,,,,56.00-68.00㎡,,2室1厅1卫
整租·翠岛居 2室1厅 南,荔湾,大坦沙,翠岛居,50.00㎡,南,2室1厅1卫
独栋·莲籽公寓 望岗1号楼 特惠电梯大两房 2室1厅,,,,55.00㎡,,2室1厅1卫
整租·翠岛居 2室1厅 东南/南,荔湾,大坦沙,翠岛居,42.93㎡,东南 南,2室1厅1卫
独栋·悦橄榄公寓 旳星店 两房一厅 2室1厅,,,,45.00-50.00㎡,,2室1厅1卫
整租·增埗 2室1厅 东南,荔湾,西村,增埗,50.00㎡,东南,2室1厅1卫
整租·莲翠街 2室1厅 北,增城,荔城中区,莲翠街,60.00㎡,北,2室1厅1卫
整租·帝缘花园 2室1厅 东南,花都,狮岭镇,帝缘花园,47.00㎡,东南,2室1厅1卫
独栋·森霖公寓 珠村牌坊店 两房一厅 2室1厅,,,,20.00-40.00㎡,,2室1厅1卫
整租·校园路 2室1厅 东南,白云,罗冲围,校园路,50.00㎡,东南,2室1厅1卫
整租·摩托车市场 2室1厅 南,增城,新塘南,摩托车市场,60.00㎡,南,2室1厅1卫
整租·广件大厦 2室1厅 东,白云,同德围,广件大厦,52.00㎡,东,2室1厅1卫
独栋·悦橄榄公寓 昱林店 两房一厅 2室1厅,,,,45.00-68.00㎡,,2室1厅1卫
整租·美业阁 2室1厅 东南,增城,新塘北,美业阁,58.00㎡,东南,2室1厅1卫
独栋·多米公寓 智慧城总店 智慧城华联大学学生公寓全新超大两房一厅 2室1厅,,,,38.00-60.00㎡,,2室1厅1卫
整租·金德苑 2室1厅 南,白云,同德围,金德苑,55.00㎡,南,2室1厅1卫
独栋·梦田公寓 谢家庄店 电梯舒适带飘窗两房一厅B1 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·捷进二路 2室1厅 东南/南,番禺,市桥,捷进二路,40.00㎡,东南 南,2室1厅1卫
独栋·悦橄榄公寓 白领店 近岑村公交站，民电，阳光二房一厅 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·碧桂园联合广场 2室1厅 南,花都,狮岭镇,碧桂园联合广场,52.00㎡,南,2室1厅1卫
独栋·悦橄榄公寓 惠宁店 二房一厅 2室1厅,,,,45.00-48.00㎡,,2室1厅1卫
整租·万科海上传奇 2室0厅 东,荔湾,芳村,万科海上传奇,34.00㎡,东,2室0厅2卫
整租·万福路 2室1厅 东南,越秀,越秀南,万福路,40.00㎡,东南,2室1厅1卫
整租·应元路 2室1厅 西北/北,越秀,小北,应元路,24.00㎡,西北 北,2室1厅1卫
整租·江南大道中 2室1厅 南,海珠,江南大道中,江南大道中,36.00㎡,南,2室1厅1卫
整租·万科海上传奇 2室2厅 东,荔湾,芳村,万科海上传奇,37.00㎡,东,2室2厅1卫
整租·万科海上传奇 2室1厅 东/东南,荔湾,芳村,万科海上传奇,35.16㎡,东 东南,2室1厅1卫
整租·法政路 2室1厅 东南,越秀,小北,法政路,38.00㎡,东南,2室1厅1卫
整租·万科海上传奇 2室2厅 LOFT 北,荔湾,芳村,万科海上传奇,34.00㎡,北,2室2厅1卫
整租·东华东路 2室1厅 东南,越秀,东湖,东华东路,40.00㎡,东南,2室1厅1卫
整租·玥秀轩 2室1厅 南,越秀,小北,玥秀轩,40.00㎡,南,2室1厅1卫
整租·小北路 2室1厅 东南,越秀,小北,小北路,40.00㎡,东南,2室1厅1卫
整租·中海锦御华庭 2室1厅 南,荔湾,广钢新城,中海锦御华庭,38.51㎡,南,2室1厅1卫
整租·翠馨华庭 2室1厅 东,海珠,广州大道南,翠馨华庭,30.00㎡,东,2室1厅1卫
整租·东华东路 2室1厅 东/北,越秀,东湖,东华东路,34.00㎡,东 北,2室1厅1卫
整租·雍景台 2室1厅 南/北,越秀,五羊新城,雍景台,40.00㎡,南 北,2室1厅1卫
整租·竹丝岗大马路 2室1厅 南,越秀,东风东,竹丝岗大马路,40.00㎡,南,2室1厅1卫
整租·黄埔万科中心 2室1厅 复式 南,黄埔,文冲,黄埔万科中心,34.01㎡,南,2室1厅1卫
整租·江南西路 2室1厅 东,海珠,江南西,江南西路,39.00㎡,东,2室1厅1卫
整租·纺织路(海珠) 2室1厅 北,海珠,滨江中,纺织路(海珠),40.00㎡,北,2室1厅1卫
整租·解放中路 2室1厅 北,越秀,西门口,解放中路,35.00㎡,北,2室1厅1卫
整租·盘福路 2室1厅 东南,越秀,盘福,盘福路,40.00㎡,东南,2室1厅1卫
整租·工业大道中福南新街 2室1厅 东南/北,海珠,江燕路,工业大道中福南新街,40.00㎡,东南 北,2室1厅1卫
整租·大新路 2室1厅 东,越秀,解放南,大新路,35.00㎡,东,2室1厅1卫
整租·小北路 2室1厅 东南,越秀,小北,小北路,40.00㎡,东南,2室1厅1卫
整租·新河浦五横路 2室1厅 东/东北,越秀,东山口,新河浦五横路,40.00㎡,东 东北,2室1厅1卫
整租·南华东路 2室1厅 南,海珠,滨江中,南华东路,40.00㎡,南,2室1厅1卫
整租·东华市场北街 2室1厅 北,越秀,东山口,东华市场北街,40.00㎡,北,2室1厅1卫
整租·跃进新村 2室1厅 东南,海珠,昌岗,跃进新村,40.00㎡,东南,2室1厅1卫
整租·庙前西街 2室0厅 南/北,越秀,东山口,庙前西街,36.74㎡,南 北,2室0厅1卫
整租·万科云城米酷 2室1厅 东南,天河,智慧城,万科云城米酷,35.00㎡,东南,2室1厅2卫
整租·奥园康威广场 2室1厅 北,增城,新塘北,奥园康威广场,53.00㎡,北,2室1厅2卫
独栋·拼图家园 黎黎酱的店 8号线新港东地铁站实惠两房一厅 2室1厅,,,,40.00㎡,,2室1厅1卫
整租·宏航苑 2室2厅 东北,白云,新市,宏航苑,59.00㎡,东北,2室2厅1卫
独栋·尚派公寓 番禺广场店 近地铁大客厅两房 2室1厅,,,,58.00㎡,,2室1厅1卫
整租·恒润阁 2室1厅 西南,荔湾,芳村,恒润阁,40.00㎡,西南,2室1厅1卫
独栋·舒寓公寓 大沙地B-Z栋 两房一厅 2室1厅,,,,56.00-68.00㎡,,2室1厅1卫
整租·区岗19号大院 2室1厅 南,黄埔,大沙地,区岗19号大院,52.58㎡,南,2室1厅1卫
独栋·广州点点公寓 海珠区青云大街店 琶洲青年白领公寓 2室1厅,,,,40.00㎡,,2室1厅1卫
整租·增槎路 2室1厅 西南,白云,罗冲围,增槎路,53.47㎡,西南,2室1厅1卫
独栋·悦橄榄公寓 嘉禾望岗店 两房一厅 2室1厅,,,,45.00㎡,,2室1厅1卫
整租·碧桂园空港国际 2室1厅 复式 南,花都,花东镇,碧桂园空港国际,60.00㎡,南,2室1厅1卫
独栋·森霖公寓 珠村牌坊店 两房一厅 2室1厅,,,,20.00-40.00㎡,,2室1厅1卫
整租·金达阁 2室1厅 西南,荔湾,芳村,金达阁,45.00㎡,西南,2室1厅1卫
独栋·悦橄榄公寓 昱林店 两房一厅 2室1厅,,,,45.00-68.00㎡,,2室1厅1卫
整租·怡福花园 2室1厅 东南,荔湾,滘口,怡福花园,50.00㎡,东南,2室1厅1卫
整租·沙和路沙东大街 2室1厅 东,天河,沙河,沙和路沙东大街,55.00㎡,东,2室1厅1卫
整租·合益小区 2室1厅 南,白云,机场路,合益小区,57.00㎡,南,2室1厅1卫
独栋·悦橄榄公寓 福星店 两房一厅 2室1厅,,,,40.00-50.00㎡,,2室1厅1卫
整租·新市花园一期 2室1厅 东,白云,新市,新市花园一期,44.00㎡,东,2室1厅1卫
整租·机场路 2室1厅 东,白云,新市,机场路,55.00㎡,东,2室1厅1卫
整租·省三建宿舍 2室1厅 南,白云,机场路,省三建宿舍,50.00㎡,南,2室1厅1卫
独栋·悦橄榄公寓 白领店 近岑村公交站，民电，阳光二房一厅 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·广园西路 2室1厅 北,越秀,三元里,广园西路,47.00㎡,北,2室1厅1卫
整租·松涛北苑 2室1厅 南,白云,永泰,松涛北苑,56.98㎡,南,2室1厅1卫
整租·荣盛商汇 2室1厅 复式 北,白云,沙太北,荣盛商汇,42.61㎡,北,2室1厅1卫
整租·北约街六巷 2室1厅 东,番禺,大石,北约街六巷,50.00㎡,东,2室1厅1卫
整租·松涛北苑 2室1厅 南,白云,永泰,松涛北苑,47.83㎡,南,2室1厅1卫
整租·平康苑 2室1厅 北,番禺,番禺广场,平康苑,60.00㎡,北,2室1厅2卫
整租·三元里大道洪荫街 2室1厅 南,越秀,三元里,三元里大道洪荫街,45.00㎡,南,2室1厅1卫
整租·芳景阁 2室1厅 东南,荔湾,花地湾,芳景阁,50.00㎡,东南,2室1厅1卫
整租·纸行路 2室1厅 南,越秀,西门口,纸行路,50.00㎡,南,2室1厅1卫
整租·华晖园 2室1厅 南,天河,华景新城,华晖园,56.00㎡,南,2室1厅1卫
整租·晓南花园 2室1厅 南/北,海珠,新港西,晓南花园,55.00㎡,南 北,2室1厅1卫
整租·麒麟广场 2室1厅 南,南沙,黄阁,麒麟广场,40.00㎡,南,2室1厅1卫
整租·机安宿舍 2室1厅 东南,白云,机场路,机安宿舍,54.17㎡,东南,2室1厅1卫
整租·金泽豪庭 2室1厅 北,增城,白江,金泽豪庭,53.13㎡,北,2室1厅1卫
整租·荔香花园 2室1厅 南,黄埔,黄埔区府,荔香花园,42.00㎡,南,2室1厅1卫
整租·下泉塘三巷2号 2室0厅 西南,海珠,江燕路,下泉塘三巷2号,55.00㎡,西南,2室0厅1卫
整租·环市西路 2室1厅 东,荔湾,流花站前,环市西路,50.00㎡,东,2室1厅1卫
整租·瘦狗岭路9号大院 2室1厅 南,天河,燕塘,瘦狗岭路9号大院,60.00㎡,南,2室1厅1卫
整租·华海大厦(海珠) 2室1厅 东,海珠,江南大道中,华海大厦(海珠),50.00㎡,东,2室1厅1卫
整租·工业大道南 2室1厅 东南,海珠,工业大道南,工业大道南,59.00㎡,东南,2室1厅1卫
整租·春庭花园 2室1厅 东北,白云,元下田,春庭花园,60.00㎡,东北,2室1厅1卫
整租·梓元岗路 2室1厅 东南,白云,桂花岗,梓元岗路,52.00㎡,东南,2室1厅1卫
整租·成龙花园 2室1厅 南,天河,员村,成龙花园,60.00㎡,南,2室1厅1卫
整租·白云花园 2室1厅 南,白云,新市,白云花园,58.40㎡,南,2室1厅1卫
整租·祈福新村绿怡居 2室2厅 南,番禺,祈福新村,祈福新村绿怡居,50.80㎡,南,2室2厅1卫
整租·富丽家园永达大厦 2室1厅 东北,番禺,大石,富丽家园永达大厦,53.00㎡,东北,2室1厅1卫
整租·金建苑 2室1厅 南,天河,燕塘,金建苑,50.00㎡,南,2室1厅1卫
整租·白沙新村 2室1厅 西南,白云,机场路,白沙新村,60.00㎡,西南,2室1厅1卫
整租·碧桂园空港国际 2室2厅 南,花都,花东镇,碧桂园空港国际,60.00㎡,南,2室2厅1卫
整租·祥景花园AC区 2室1厅 南,白云,黄石,祥景花园AC区,58.00㎡,南,2室1厅1卫
整租·梓元岗路 2室1厅 南,白云,桂花岗,梓元岗路,50.00㎡,南,2室1厅1卫
整租·梓元岗路 2室1厅 东/南/西,白云,桂花岗,梓元岗路,58.78㎡,东 南 西,2室1厅1卫
整租·明德苑 2室1厅 北,白云,同德围,明德苑,58.30㎡,北,2室1厅1卫
整租·富华中路 2室1厅 北,番禺,市桥,富华中路,43.00㎡,北,2室1厅2卫
整租·下塘西路 2室1厅 南/北,越秀,麓景,下塘西路,45.00㎡,南 北,2室1厅1卫
整租·接龙里小区 2室1厅 南,荔湾,芳村,接龙里小区,40.00㎡,南,2室1厅1卫
整租·广雅居 2室1厅 东,荔湾,西村,广雅居,40.00㎡,东,2室1厅1卫
整租·时代风华 2室1厅 南,增城,新塘北,时代风华,56.00㎡,南,2室1厅1卫
整租·百灵路 2室2厅 东南/西,越秀,盘福,百灵路,50.00㎡,东南 西,2室2厅1卫
独栋·优家新居 新悦楼 望江两房一厅 小区电梯15楼 民用水电 房东直租 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·前进路(海珠) 2室1厅 南,海珠,前进路,前进路(海珠),59.51㎡,南,2室1厅1卫
整租·穗东花园 2室1厅 南,天河,天河公园,穗东花园,54.55㎡,南,2室1厅1卫
整租·桂花岗 2室1厅 南,越秀,桂花岗,桂花岗,60.00㎡,南,2室1厅1卫
整租·中海花湾壹号（C区） 2室2厅 复式 东,荔湾,广钢新城,中海花湾壹号（C区）,46.92㎡,东,2室2厅1卫
整租·丽景花苑 2室1厅 南,海珠,磨碟沙,丽景花苑,56.00㎡,南,2室1厅1卫
独栋·安心居青年公寓 萝岗敏捷广场店 房东直租 平层两房复试 两房月租2200-3300 2室1厅,,,,54.00㎡,,2室1厅1卫
整租·祈乐苑 2室1厅 南,海珠,中大,祈乐苑,45.00㎡,南,2室1厅1卫
独栋·启讯物业 晓港店 精装两房一厅 全新家电家具 大阳台 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·慎德里社区 2室1厅 南,海珠,昌岗,慎德里社区,50.00㎡,南,2室1厅1卫
独栋·青庭公寓 萝岗敏捷广场店 房东直租 平层两房 复试两房 2200-3300 2室1厅,,,,54.00-108.00㎡,,2室1厅1卫
整租·洛涛南区 2室2厅 西南,番禺,洛溪,洛涛南区,60.00㎡,西南,2室2厅1卫
独栋·斜杠公寓 客村店 客村两房！地铁站三号线八号线 2室1厅,,,,42.00㎡,,2室1厅1卫
整租·晓港湾 2室2厅 南,海珠,东晓南,晓港湾,52.00㎡,南,2室2厅1卫
整租·赤岗路97号大院 2室1厅 南,海珠,赤岗,赤岗路97号大院,60.00㎡,南,2室1厅1卫
整租·五羊宿舍 2室1厅 南,天河,天河公园,五羊宿舍,57.00㎡,南,2室1厅1卫
整租·小新塘大未来 2室1厅 南,天河,智慧城,小新塘大未来,55.00㎡,南,2室1厅1卫
整租·先烈东横路 2室1厅 南,天河,沙河,先烈东横路,58.00㎡,南,2室1厅1卫
整租·广州中医药大学宿舍 2室1厅 东南,白云,三元里,广州中医药大学宿舍,55.00㎡,东南,2室1厅1卫
整租·锐丰中心 2室1厅 西,黄埔,香雪,锐丰中心,53.00㎡,西,2室1厅1卫
独栋·寓米公寓 （无中介费）广州南村万博地铁站总统公馆店 南村万博天河城海印又一城总统公馆精装隔断两房 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·西湖路 2室1厅 西/西北,越秀,北京路,西湖路,50.00㎡,西 西北,2室1厅1卫
独栋·寓米公寓 莲花山店 豪华两房一厅 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·中山六路 2室1厅 东,越秀,西门口,中山六路,48.00㎡,东,2室1厅1卫
整租·万益广场 2室1厅 南,南海,金沙洲,万益广场,42.00㎡,南,2室1厅1卫
整租·天成路 2室1厅 东北,荔湾,人民路,天成路,55.00㎡,东北,2室1厅1卫
整租·腾龙阁 2室1厅 西南,白云,机场路,腾龙阁,48.39㎡,西南,2室1厅1卫
整租·中山五路 2室1厅 东,越秀,公园前,中山五路,55.00㎡,东,2室1厅1卫
整租·工业大道中 2室1厅 北,海珠,工业大道中,工业大道中,47.00㎡,北,2室1厅1卫
整租·东风东路 2室1厅 南/西,越秀,东风东,东风东路,45.00㎡,南 西,2室1厅1卫
整租·石化生活区 2室2厅 东南,黄埔,文冲,石化生活区,57.00㎡,东南,2室2厅1卫
整租·金龙城财富广场 2室1厅 南,番禺,亚运大道中,金龙城财富广场,46.00㎡,南,2室1厅1卫
整租·荣庆大厦 2室1厅 南,越秀,东川路,荣庆大厦,60.00㎡,南,2室1厅1卫
整租·流花路 2室1厅 南,荔湾,流花站前,流花路,60.00㎡,南,2室1厅1卫
整租·万盛苑 2室1厅 东南,荔湾,芳村,万盛苑,57.00㎡,东南,2室1厅1卫
整租·萌芽宿舍 2室1厅 西北,天河,长兴,萌芽宿舍,55.00㎡,西北,2室1厅1卫
整租·万益广场 2室1厅 南,南海,金沙洲,万益广场,49.00㎡,南,2室1厅1卫
整租·惠福东路 2室1厅 东南,越秀,北京路,惠福东路,40.00㎡,东南,2室1厅1卫
整租·建设横马路 2室1厅 南,越秀,建设路,建设横马路,50.00㎡,南,2室1厅1卫
整租·淘金坑 2室1厅 南,越秀,淘金,淘金坑,40.00㎡,南,2室1厅1卫
整租·棠德花苑 2室1厅 东,天河,棠下,棠德花苑,44.00㎡,东,2室1厅1卫
整租·翠景苑(海珠) 2室1厅 东南,海珠,赤岗,翠景苑(海珠),60.00㎡,东南,2室1厅1卫
整租·百合苑B区 2室1厅 东,天河,员村,百合苑B区,55.00㎡,东,2室1厅1卫
整租·聚德花园 2室1厅 南,海珠,赤岗,聚德花园,60.00㎡,南,2室1厅1卫
整租·西华路 2室1厅 东南,荔湾,西华路,西华路,40.00㎡,东南,2室1厅1卫
整租·礼岗路 2室2厅 东,海珠,昌岗,礼岗路,57.85㎡,东,2室2厅1卫
整租·天虹花园 2室2厅 南,黄埔,大沙地,天虹花园,56.00㎡,南,2室2厅1卫
整租·富力大厦 2室1厅 南,天河,沙河,富力大厦,58.06㎡,南,2室1厅1卫
整租·怡乐路 2室1厅 南,海珠,中大,怡乐路,43.00㎡,南,2室1厅1卫
整租·东华西路 2室1厅 南,越秀,东川路,东华西路,60.00㎡,南,2室1厅2卫
整租·汇龙居 2室1厅 东南,海珠,赤岗,汇龙居,52.00㎡,东南,2室1厅1卫
整租·广州中医药大学宿舍 2室1厅 东南,白云,三元里,广州中医药大学宿舍,58.32㎡,东南,2室1厅1卫
整租·惠福西路 2室1厅 南,越秀,解放南,惠福西路,51.45㎡,南,2室1厅1卫
整租·光孝路 2室1厅 东南,越秀,西门口,光孝路,50.00㎡,东南,2室1厅1卫
整租·梓元岗路 2室1厅 南/北,白云,桂花岗,梓元岗路,60.00㎡,南 北,2室1厅1卫
整租·基建新村 2室1厅 东南,海珠,沙园,基建新村,50.00㎡,东南,2室1厅1卫
整租·百灵路 2室1厅 南/北,越秀,盘福,百灵路,45.00㎡,南 北,2室1厅1卫
整租·北京路 2室1厅 南,越秀,北京路,北京路,60.00㎡,南,2室1厅1卫
整租·萝岗奥园广场 2室1厅 北,黄埔,香雪,萝岗奥园广场,51.00㎡,北,2室1厅1卫
整租·新景苑 2室1厅 东南,天河,天河公园,新景苑,50.00㎡,东南,2室1厅1卫
整租·站前路(荔湾) 2室1厅 南,越秀,人民北,站前路(荔湾),56.88㎡,南,2室1厅1卫
整租·民泰阁 2室1厅 东,海珠,昌岗,民泰阁,54.00㎡,东,2室1厅1卫
整租·环市中路 2室1厅 东南,越秀,小北,环市中路,60.00㎡,东南,2室1厅1卫
整租·大新路 2室1厅 东南,越秀,解放南,大新路,50.00㎡,东南,2室1厅1卫
整租·萝岗奥园广场 2室1厅 复式 西,黄埔,香雪,萝岗奥园广场,45.00㎡,西,2室1厅1卫
整租·纺织路(海珠) 2室1厅 东南,海珠,滨江中,纺织路(海珠),42.00㎡,东南,2室1厅1卫
整租·南村路 2室1厅 南,海珠,江南大道中,南村路,54.00㎡,南,2室1厅1卫
整租·富宾星悦国际 2室1厅 东/南,番禺,市桥北,富宾星悦国际,50.00㎡,东 南,2室1厅1卫
整租·萝岗奥园广场 2室1厅 南,黄埔,香雪,萝岗奥园广场,52.00㎡,南,2室1厅1卫
整租·越秀万力·星悦峯 2室2厅 北,黄埔,夏园,越秀万力·星悦峯,53.00㎡,北,2室2厅2卫
整租·中国铁建环球中心 2室1厅 西,南沙,南沙区府,中国铁建环球中心,60.00㎡,西,2室1厅2卫
整租·江南苑 2室1厅 东,海珠,工业大道北,江南苑,54.00㎡,东,2室1厅1卫
整租·西湾东路 2室2厅 北,荔湾,西村,西湾东路,60.00㎡,北,2室2厅1卫
整租·黄华路 2室1厅 东南,越秀,建设路,黄华路,60.00㎡,东南,2室1厅1卫
整租·同福中路 2室1厅 东南,海珠,同福,同福中路,45.00㎡,东南,2室1厅1卫
整租·东鹏花园三期 2室1厅 东南,荔湾,坑口,东鹏花园三期,48.00㎡,东南,2室1厅1卫
整租·先烈东路 2室1厅 东南,天河,沙河,先烈东路,60.00㎡,东南,2室1厅1卫
整租·东风东路 2室1厅 北,越秀,东风东,东风东路,50.00㎡,北,2室1厅1卫
整租·紫林居 2室1厅 西北,天河,天河公园,紫林居,45.00㎡,西北,2室1厅1卫
整租·汇美苑 2室1厅 西,白云,机场路,汇美苑,60.00㎡,西,2室1厅1卫
整租·中山三路 2室1厅 南,越秀,东川路,中山三路,55.28㎡,南,2室1厅1卫
整租·大沙头路 2室1厅 南/北,越秀,东湖,大沙头路,54.00㎡,南 北,2室1厅1卫
整租·基立新村 2室1厅 东,海珠,前进路,基立新村,55.00㎡,东,2室1厅1卫
整租·锐丰中心 2室1厅 北,黄埔,香雪,锐丰中心,53.00㎡,北,2室1厅1卫
整租·泰沙路 2室1厅 南,海珠,昌岗,泰沙路,42.00㎡,南,2室1厅1卫
整租·祈福新村C区 2室1厅 北,番禺,祈福新村,祈福新村C区,57.00㎡,北,2室1厅1卫
整租·周门小区周门街 2室1厅 东南,荔湾,周门,周门小区周门街,42.00㎡,东南,2室1厅1卫
整租·南沙金茂湾 2室1厅 南,南沙,明珠湾,南沙金茂湾,50.00㎡,南,2室1厅2卫
整租·金棠大厦 2室1厅 南,天河,棠下,金棠大厦,60.00㎡,南,2室1厅1卫
整租·萝岗奥园广场 2室1厅 北,黄埔,香雪,萝岗奥园广场,54.00㎡,北,2室1厅1卫
独栋·芭芭拉公寓 笆笆拉公寓-大石地铁店 两房一厅-电梯/零中介费/大阳台/超大空间 2室1厅,,,,55.00㎡,,2室1厅1卫
整租·翠馨华庭 2室1厅 东南,海珠,广州大道南,翠馨华庭,40.20㎡,东南,2室1厅1卫
独栋·芭芭拉公寓 笆笆拉公寓-大石地铁店 两居室-电梯/家电齐全/大阳台/超大空间 2室1厅,,,,55.00㎡,,2室1厅1卫
整租·美居花园 2室1厅 东南,天河,员村,美居花园,55.00㎡,东南,2室1厅1卫
独栋·唯佳舒享公寓 兴胜公寓-员岗地铁站店 两房一厅/0中介费/短长租/拎包入住/开放阳台 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·雄峰城 2室1厅 南,番禺,钟村,雄峰城,52.00㎡,南,2室1厅1卫
独栋·新键公寓 中山大学附属肿瘤医院黄埔店 复式套房 2室1厅,,,,40.00㎡,,2室1厅1卫
整租·品湖雅居 2室1厅 东南,荔湾,流花站前,品湖雅居,56.00㎡,东南,2室1厅1卫
独栋·魔方公寓 广州大塘榕树下店 精致温馨2室一厅 2室1厅,,,,50.00㎡,,2室1厅1卫
整租·华南碧桂园漾翠苑 2室2厅 南,番禺,华南碧桂园,华南碧桂园漾翠苑,60.00㎡,南,2室2厅1卫
独栋·塞纳河五星公寓 金源路六巷D店 南村镇 地铁A口 两房公寓 民用电 直租 2室1厅,,,,60.00㎡,,2室1厅1卫
整租·大沙头二马路 2室1厅 东,越秀,东湖,大沙头二马路,42.00㎡,东,2室1厅1卫
独栋·红林物业 设计之都A5栋 地铁口民水民电两房一厅精装直租品质 2室1厅,,,,55.00㎡,,2室1厅1卫
整租·天成路 2室1厅 西南/西北,荔湾,人民路,天成路,60.00㎡,西南 西北,2室1厅1卫
整租·萝岗奥园广场 2室1厅 复式 北,黄埔,香雪,萝岗奥园广场,51.00㎡,北,2室1厅2卫
整租·海珠新天地 2室1厅 东北,海珠,工业大道北,海珠新天地,42.00㎡,东北,2室1厅1卫
独栋·红林物业 设计之都A5栋 品质小区公寓两房一厅精装修近地铁民水电 2室1厅,,,,55.00㎡,,2室1厅1卫
整租·富洲商业广场 2室1厅 南,番禺,华南新城,富洲商业广场,60.00㎡,南,2室1厅1卫
整租·锐丰中心 2室2厅 西,黄埔,香雪,锐丰中心,54.00㎡,西,2室2厅1卫
整租·中山大道西 2室1厅 南,天河,石牌,中山大道西,45.00㎡,南,2室1厅1卫
