名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·国城花园 1室0厅 南,福田区,百花,国城花园,43.54㎡,南,1室0厅1卫
独栋·深圳起点公寓 永丰店 不短租西瓜奶昔精装阳台一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·佳华书苑雅阁 1室1厅 东南,宝安区,新安,佳华书苑雅阁,43.00㎡,东南,1室1厅1卫
整租·仙桐御景 1室1厅 东南,罗湖区,莲塘,仙桐御景,47.89㎡,东南,1室1厅1卫
整租·荣寓 1室0厅 南,南山区,蛇口,荣寓,46.58㎡,南,1室0厅1卫
整租·京基御景峯 1室1厅 东北,南山区,大学城,京基御景峯,40.00㎡,东北,1室1厅1卫
整租·合正汇一城 1室1厅 南,宝安区,西乡,合正汇一城,44.04㎡,南,1室1厅1卫
整租·京基御景峯 1室1厅 东南,南山区,大学城,京基御景峯,40.00㎡,东南,1室1厅1卫
整租·中润百分百公寓 1室0厅 南,南山区,南山中心,中润百分百公寓,43.00㎡,南,1室0厅1卫
整租·京基御景峯 1室1厅 南,南山区,大学城,京基御景峯,40.00㎡,南,1室1厅1卫
整租·佳兆业中央广场六期 1室1厅 北,龙岗区,坂田,佳兆业中央广场六期,46.23㎡,北,1室1厅1卫
整租·辉煌时代大厦 1室1厅 东南,福田区,梅林,辉煌时代大厦,40.61㎡,东南,1室1厅1卫
整租·缔梦园 1室1厅 南,福田区,景田,缔梦园,41.00㎡,南,1室1厅1卫
整租·辉煌时代大厦 1室1厅 东南,福田区,梅林,辉煌时代大厦,40.56㎡,东南,1室1厅1卫
整租·荣德SPACE 1室0厅 东,龙岗区,横岗,荣德SPACE,46.00㎡,东,1室0厅1卫
独栋·深圳柚家公寓 沙嘴1坊24号 大露台 看星星看月亮 私家花园 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·广银大厦 1室0厅 西南,福田区,皇岗,广银大厦,49.00㎡,西南,1室0厅1卫
独栋·八号季 洪湖店 近水贝珠宝城小复式（ 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·南太云创谷园区 1室1厅 东南,光明区,光明,南太云创谷园区,53.00㎡,东南,1室1厅1卫
独栋·梦·享家 岗头店 云谷阳台精装房 1室1厅,,,,30.00-40.00㎡,,1室1厅1卫
整租·佳兆业中央广场六期 1室1厅 东北,龙岗区,坂田,佳兆业中央广场六期,47.00㎡,东北,1室1厅1卫
独栋·星邦物业 1980科技园店 女神落地窗一房一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
整租·龙岗天安数码城T4全时空间 1室1厅 东,龙岗区,大运新城,龙岗天安数码城T4全时空间,51.84㎡,东,1室1厅1卫
独栋·蜂巢里公寓 华强北店 一室一厅 1室1厅,,,,48.00㎡,,1室1厅1卫
整租·华港公寓 1室1厅 南,福田区,梅林,华港公寓,48.00㎡,南,1室1厅1卫
独栋·蜂趣公寓 福田新村店 一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·星河盛世花园 1室0厅 南,龙华区,梅林关,星河盛世花园,51.00㎡,南,1室0厅1卫
独栋·八号季 洪湖店 押一付一地铁口好房 1室1厅,,,,35.00-45.00㎡,,1室1厅1卫
整租·西山吓庭苑 1室1厅 东南,盐田区,盐田港,西山吓庭苑,44.69㎡,东南,1室1厅1卫
整租·旭飞华达园 1室1厅 西,罗湖区,百仕达,旭飞华达园,40.00㎡,西,1室1厅1卫
整租·银麓公寓 1室1厅 东,福田区,银湖,银麓公寓,41.00㎡,东,1室1厅1卫
独栋·樱悦美宿 星光之约店 独栋精装高端一房一厅带阳台限时特价 1室1厅,,,,45.00㎡,,1室1厅1卫
整租·信和爱琴居 1室1厅 西南,龙岗区,布吉大芬,信和爱琴居,45.00㎡,西南,1室1厅1卫
整租·桂芳园四期 1室1厅 西南,龙岗区,布吉大芬,桂芳园四期,48.00㎡,西南,1室1厅1卫
整租·万科时代广场 1室1厅 南,龙岗区,龙岗中心城,万科时代广场,40.00㎡,南,1室1厅1卫
整租·赛百诺基因科技大厦 1室0厅,南山区,科技园,赛百诺基因科技大厦,,40.50㎡,1室0厅1卫
整租·特力大厦 1室0厅 东,罗湖区,翠竹,特力大厦,45.00㎡,东,1室0厅1卫
整租·华讯中心 1室1厅 北,罗湖区,地王,华讯中心,49.36㎡,北,1室1厅1卫
整租·登良花园 1室1厅 南/北,南山区,南山中心,登良花园,50.11㎡,南 北,1室1厅1卫
整租·华讯中心 1室1厅 北,罗湖区,地王,华讯中心,51.34㎡,北,1室1厅1卫
整租·启迪协信科技园 1室1厅 东南,龙岗区,大运新城,启迪协信科技园,56.14㎡,东南,1室1厅1卫
整租·佳兆业中央广场六期 1室1厅 东南,龙岗区,坂田,佳兆业中央广场六期,47.12㎡,东南,1室1厅1卫
整租·莲花一村 1室1厅 北,福田区,莲花,莲花一村,42.12㎡,北,1室1厅1卫
整租·幸福华府 1室0厅 西,罗湖区,地王,幸福华府,41.53㎡,西,1室0厅1卫
整租·城建仁山智水花园二期 2室1厅 南,龙华区,观澜,城建仁山智水花园二期,200.00㎡,南,2室1厅1卫
独栋·逸安之家社区 华夏之家社区 无中介费民水电两房一厅 2室1厅,,,,120.00㎡,,2室1厅1卫
整租·滢水山庄二区 2室2厅 南/北,龙华区,梅林关,滢水山庄二区,154.00㎡,南 北,2室2厅1卫
整租·金山碧海花园 2室1厅 东南,盐田区,盐田港,金山碧海花园,176.00㎡,东南,2室1厅1卫
整租·莲花山庄二村 2室2厅 东南/南,龙岗区,布吉街,莲花山庄二村,170.00㎡,东南 南,2室2厅2卫
整租·加福广场华尔登府邸 2室2厅 南,福田区,福田保税区,加福广场华尔登府邸,145.00㎡,南,2室2厅1卫
整租·万象天成 2室1厅 南,龙岗区,龙岗中心城,万象天成,137.00㎡,南,2室1厅1卫
整租·八十步海寓 2室2厅 东南,盐田区,梅沙,八十步海寓,130.00㎡,东南,2室2厅1卫
整租·龙园意境 2室2厅 南,龙岗区,布吉石芽岭,龙园意境,168.00㎡,南,2室2厅1卫
独栋·星窝青年公寓 壹城中心店三期 高端豪华大一房一厅 1室1厅,,,,48.00-55.00㎡,,1室1厅1卫
独栋·星窝青年公寓 新秀店三期 新秀站步行10分钟带阳台 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店E区 超大开间精装修 1室1厅,,,,38.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 油松店 龙华精装阳台大开间 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·八号季 洪湖店 近水贝珠宝城小复式（ 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 创业花园店一期 养宠物专属12平米的大阳台 开间,,,,42.00㎡,,1室0厅1卫
独栋·星窝青年公寓 油松店 壹方城精装修超大开间 1室1厅,,,,55.00-60.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店E区 油松大单间 开间,,,,42.00㎡,,1室0厅0卫
独栋·星窝青年公寓 新秀店三期 带阳台，可以养宠物 开间,,,,40.00㎡,,1室0厅1卫
独栋·星窝青年公寓 新秀店 新秀站步行10分钟 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 新秀店 这个户型很亮噻 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 油松店 龙华舒适阳光超大一房 1室1厅,,,,58.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店F区 独栋带厨房阳台舒适大单间 1室1厅,,,,35.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 新秀店 地铁站步行10分钟带阳台一房 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 油松店 近展滔大厦港深国际 1室1厅,,,,38.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店F区 小区环境，全天采光阳台大单间 1室1厅,,,,35.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店D区 壹方天地一看就很哇塞的稀缺大单间 1室1厅,,,,35.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 壹城中心店三期 阳光大阳台一房一厅 1室1厅,,,,55.00-58.00㎡,,1室1厅1卫
独栋·星窝青年公寓 壹城中心店二期 近山姆壹城精装一房 1室1厅,,,,38.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 水尾店 超级特价一房一厅 1室1厅,,,,45.00-48.00㎡,,1室1厅1卫
独栋·星窝青年公寓 水尾店 民治地铁口特价一房 1室1厅,,,,42.00-43.00㎡,,1室1厅1卫
独栋·星窝青年公寓 油松店 简约风精装修大一房 1室1厅,,,,46.00㎡,,1室1厅1卫
独栋·星窝青年公寓 创业花园店一期 无遮挡精装阳台大单间 开间,,,,42.00㎡,,1室0厅1卫
独栋·星窝青年公寓 创业花园店一期 超高性价比特价房 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 创业花园店一期 地铁直达福田南山 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 创业花园店一期 特价稀缺阳台一房一厅 1室1厅,,,,48.00-50.00㎡,,1室1厅1卫
独栋·星窝青年公寓 创业花园店一期 特价深圳北拎包入住 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·金地草莓社区 民治天虹旗舰店 民水民电一房一厅 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·星窝青年公寓 梅龙店E区 壹方天地玻璃一房一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 水尾店 地铁口一房一厅 无敌采光 1室1厅,,,,35.00-48.00㎡,,1室1厅1卫
整租·茂业城 1室0厅 北,龙岗区,布吉大芬,茂业城,40.00㎡,北,1室0厅1卫
独栋·星窝青年公寓 梅龙店A区 精致单间配置齐拎包住 开间,,,,40.00㎡,,1室0厅1卫
整租·茂业城 1室1厅 东南,龙岗区,布吉大芬,茂业城,40.00㎡,东南,1室1厅1卫
独栋·星窝青年公寓 梅龙店B区 拎包入住精装中单间 开间,,,,25.00-42.00㎡,,1室0厅1卫
整租·德福花园 1室0厅 南,龙岗区,布吉街,德福花园,45.00㎡,南,1室0厅1卫
独栋·微棠青年公寓 元芬86店 越住越有钱的大单间 开间,,,,32.00-42.00㎡,,1室0厅1卫
独栋·微棠青年公寓 元芬91店 近福田人气榜 人气一房可短租可月付 1室1厅,,,,40.00-45.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬91店 近福田热门人气榜 温馨情侣可短租一房一厅 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·驿家公寓 五巷六号 超大家电齐全单房 开间,,,,40.00㎡,,1室0厅1卫
独栋·壹家公寓 福永八店 近地铁站 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·逸安之家社区 华夏之家社区，国际社区 1年租地铁口网红大复试有车位 1室1厅,,,,60.00㎡,,1室1厅1卫
独栋·逸安之家社区 荣泰园二店 地铁口精装复式1房无中介费 1室1厅,,,,42.00㎡,,1室1厅1卫
独栋·逸安之家社区 华夏之家社区 本地招租电梯单间 开间,,,,40.00㎡,,1室0厅1卫
独栋·逸安之家社区 东业苑二店 直租阳台电梯一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·逸安之家社区 东业苑二店 直租一房一厅通燃气 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·微棠青年公寓 上早35店 带沙发大单间  可以短租 押一付一 开间,,,,35.00-50.00㎡,,1室0厅1卫
独栋·微棠青年公寓 元芬115店 非中介阳光明媚大单间 开间,,,,35.00-50.00㎡,,1室0厅1卫
独栋·微棠青年公寓 下早47号店 特价独厨阳台一房一厅 1室1厅,,,,35.00-50.00㎡,,1室1厅1卫
独栋·云朵 趣客青年居 超大阳台简约舒适一房一厅（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·朵拉国际社区 朵拉15号公寓 近商圈精装修一房大阳台房东直租无中介费（谢绝短租） 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·佳茵青年社区 朵拉新和一店 全新阳光大单间（谢绝短租） 1室1厅,,,,39.00-42.00㎡,,1室1厅1卫
独栋·梦幻之家社区 童心公寓 温馨ins风带阳台一房（谢绝短租） 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·逸安之家社区 华泰国际社区，华泰国际 1年租网红隔断一房一厅 1室1厅,,,,60.00㎡,,1室1厅1卫
独栋·逸安之家社区 华泰国际社区，华泰国际 1年租网红大单间 开间,,,,45.00㎡,,1室0厅1卫
独栋·梦幻之家社区 朵拉甜蜜的家 地铁口大空间大单间（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·梦幻之家社区 云栖社区 沙井园区电梯一房一厅（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·云朵 德雅居X栋 可停车露台大单间（谢绝短租） 开间,,,,40.00㎡,,1室0厅1卫
独栋·佳茵青年社区 港寓 阳台精致套间（谢绝短租） 开间,,,,40.00㎡,,1室0厅1卫
独栋·云朵 紫云公寓 福永站特惠精致齐全套间 开间,,,,45.00㎡,,1室0厅1卫
独栋·云朵 青年 全新招租清新单间（谢绝短租） 开间,,,,55.00㎡,,1室0厅1卫
独栋·逸安之家社区 东业苑二店 精装直租阳台一房无中介费 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·逸安之家社区 华夏之家社区 1年租大单间房东直租毕业季最实惠 开间,,,,45.00㎡,,1室0厅1卫
独栋·逸安之家社区 奥迪之家社区，国际社区 1年租白领首选阳台大单间 开间,,,,40.00㎡,,1室0厅1卫
独栋·逸安之家社区 东业苑二店 精装日系简约复式房 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·逸安之家社区 东业苑二店 直租阳台电梯一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·逸安之家社区 东业苑二店 直租一房一厅通燃气 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·逸安之家社区 华夏之家社区 本地招租电梯单间 开间,,,,40.00㎡,,1室0厅1卫
独栋·逸安之家社区 万丰一店 1年租豪华装修大单间有车位 开间,,,,45.00㎡,,1室0厅1卫
独栋·逸安之家社区 华夏之家社区 1年租地铁口带车位大单间直租 开间,,,,45.00㎡,,1室0厅1卫
独栋·壹家公寓 沙井三分店 大阳台一房一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·I+公寓 石岩一店 一房一厅 1室1厅,,,,30.00-40.00㎡,,1室1厅1卫
独栋·梦幻之家社区 尚好公寓1店 小区品质阳台精装套间（谢绝短租） 开间,,,,45.00㎡,,1室0厅1卫
独栋·69号公寓 罗租旧村 罗租旧村水8电1.5停车不方便没有天燃气不短租 1室1厅,,,,36.00-50.00㎡,,1室1厅1卫
独栋·云朵 禧邻公寓B栋 电梯精装大套间（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·云朵 和家公寓 又是一室一厅 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·云朵 桥头一店 桥头森系阳台套间(一年起租) 开间,,,,40.00㎡,,1室0厅1卫
独栋·梦幻之家社区 朵拉甜蜜的家 公寓独居首选（谢绝短租） 开间,,,,40.00㎡,,1室0厅1卫
独栋·梦幻之家社区 辉星公寓 高楼层一房一厅 1室1厅,,,,48.00㎡,,1室1厅1卫
独栋·云朵 禧邻公寓B栋 大阳台清新干净采光一房一厅（谢绝短租） 1室1厅,,,,42.00-43.00㎡,,1室1厅1卫
独栋·梦幻之家社区 朵拉甜蜜的家 沙井近地铁站一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·梦幻之家社区 尚好公寓6店 超大落地窗大单间 开间,,,,28.00-43.00㎡,,1室0厅1卫
独栋·佳茵青年社区 伟丰福满 高端商务阳光大套间（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·伟华公寓 向银路店 一房一厅 1室1厅,,,,42.00㎡,,1室1厅1卫
独栋·云朵 美霖公寓 全新装修采光超好一房（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·梦幻之家社区 vhome社区1店 绝美隔断一房（谢绝短租） 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·梦幻之家社区 vhome社区1店 暖色系电梯高楼层通风采光好一房（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·佳茵青年社区 桥头人才公寓A店 阳光入户透亮阳台单间 开间,,,,40.00㎡,,1室0厅1卫
独栋·梦幻之家社区 童心公寓 可燃气电梯阳台一房（谢绝短租） 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·梦幻之家社区 童心公寓 简约阳台一房一厅（谢绝短租） 1室1厅,,,,55.00㎡,,1室1厅1卫
独栋·云朵 青年 宝安沙井地铁附近一房一厅拎包入住（谢绝短租） 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·美景大厦 1室1厅 南,罗湖区,洪湖,美景大厦,55.44㎡,南,1室1厅1卫
整租·缔梦园 1室1厅 北,福田区,景田,缔梦园,41.00㎡,北,1室1厅1卫
整租·融创智汇大厦 1室1厅 东南,龙华区,龙华中心,融创智汇大厦,51.00㎡,东南,1室1厅1卫
整租·信和自由广场 1室1厅 东南,南山区,后海,信和自由广场,53.00㎡,东南,1室1厅1卫
整租·旺业豪苑 1室1厅 东南,罗湖区,东门,旺业豪苑,40.74㎡,东南,1室1厅1卫
整租·佳兆业新都汇 1室1厅 东南,龙岗区,布吉南岭,佳兆业新都汇,43.00㎡,东南,1室1厅1卫
整租·旭飞花园 1室1厅 复式 南,福田区,八卦岭,旭飞花园,43.00㎡,南,1室1厅1卫
整租·东门168 1室1厅 东/南,罗湖区,螺岭,东门168,40.00㎡,东 南,1室1厅1卫
整租·星河盛世花园 1室1厅 东南,龙华区,梅林关,星河盛世花园,48.00㎡,东南,1室1厅1卫
整租·赛格公寓 1室0厅 南,福田区,华强北,赛格公寓,43.16㎡,南,1室0厅1卫
整租·鸿翔花园 1室0厅 南,罗湖区,地王,鸿翔花园,45.00㎡,南,1室0厅1卫
整租·彩世界家园 1室1厅 西南,罗湖区,布心,彩世界家园,48.00㎡,西南,1室1厅1卫
整租·星河盛世花园 1室0厅 南,龙华区,梅林关,星河盛世花园,51.00㎡,南,1室0厅1卫
整租·金达科技中心 1室1厅 南,南山区,科技园,金达科技中心,42.00㎡,南,1室1厅1卫
整租·金丽豪苑 1室1厅 南,罗湖区,翠竹,金丽豪苑,59.00㎡,南,1室1厅1卫
整租·星河传奇·铂寓S 1室1厅 南,龙华区,红山,星河传奇·铂寓S,50.28㎡,南,1室1厅1卫
整租·城市天地广场 1室1厅 北,罗湖区,万象城,城市天地广场,53.00㎡,北,1室1厅1卫
整租·金海岸大厦 1室1厅 西,南山区,后海,金海岸大厦,40.00㎡,西,1室1厅1卫
整租·华盛君荟名庭 1室1厅 东南,罗湖区,东门,华盛君荟名庭,44.00㎡,东南,1室1厅1卫
整租·莲花一村 1室1厅 北,福田区,莲花,莲花一村,42.12㎡,北,1室1厅1卫
整租·万事达名苑二期 1室1厅 东南,罗湖区,百仕达,万事达名苑二期,46.00㎡,东南,1室1厅1卫
整租·合正汇一城 1室1厅 东南,宝安区,西乡,合正汇一城,50.00㎡,东南,1室1厅1卫
整租·富士君荟 1室1厅 西南,宝安区,西乡,富士君荟,45.00㎡,西南,1室1厅1卫
整租·港岛银座 1室0厅 西北,罗湖区,地王,港岛银座,45.00㎡,西北,1室0厅1卫
整租·都市名园 1室1厅 东,罗湖区,万象城,都市名园,49.19㎡,东,1室1厅1卫
整租·星河盛世花园 1室0厅 西北,龙华区,梅林关,星河盛世花园,51.51㎡,西北,1室0厅1卫
整租·星河盛世花园 1室1厅 东南,龙华区,梅林关,星河盛世花园,48.33㎡,东南,1室1厅1卫
整租·桃源大厦 1室1厅 南,宝安区,桃源居,桃源大厦,57.90㎡,南,1室1厅1卫
整租·星河传奇二期 1室1厅 东南,龙华区,红山,星河传奇二期,50.00㎡,东南,1室1厅1卫
整租·银座金钻 1室1厅 东南,罗湖区,春风路,银座金钻,46.00㎡,东南,1室1厅1卫
独栋·深圳茗寓 坪洲地铁2店 不短租欧式轻奢风舒适大一房 1室1厅,,,,42.00㎡,,1室1厅1卫
整租·莱蒙水榭云上家园 1室1厅 西,龙华区,红山,莱蒙水榭云上家园,43.00㎡,西,1室1厅1卫
整租·金众繁华里 1室0厅 南,龙华区,梅林关,金众繁华里,42.00㎡,南,1室0厅1卫
独栋·深圳起点公寓 马鞍山店 不短租毕业季闺蜜房阳光超大一房一厅 1室1厅,,,,40.00㎡,,1室1厅1卫
整租·金众繁华里 1室0厅 南,龙华区,梅林关,金众繁华里,42.00㎡,南,1室0厅1卫
独栋·樱悦美宿 南坑店 独栋精装阳光一房一厅带阳台限时特价 1室1厅,,,,48.50㎡,,1室1厅1卫
整租·大地花园 1室1厅 南,罗湖区,布心,大地花园,48.60㎡,南,1室1厅1卫
整租·水云间雅居 1室1厅 南,盐田区,梅沙,水云间雅居,52.34㎡,南,1室1厅1卫
整租·泰华阳光海小区 1室0厅 东南,宝安区,碧海,泰华阳光海小区,58.00㎡,东南,1室0厅1卫
整租·赛格公寓 1室0厅 南,福田区,华强北,赛格公寓,45.00㎡,南,1室0厅1卫
独栋·深圳壹方公寓 海城一店 豪华阳台大一房一厅（不短租） 1室1厅,,,,42.00㎡,,1室1厅1卫
整租·会展湾水岸 1室1厅 东,宝安区,福永,会展湾水岸,43.00㎡,东,1室1厅1卫
整租·彩世界家园 1室1厅 南,罗湖区,布心,彩世界家园,49.00㎡,南,1室1厅1卫
整租·佳兆业中央广场六期 1室1厅 南,龙岗区,坂田,佳兆业中央广场六期,48.00㎡,南,1室1厅1卫
整租·新天地名居 1室1厅 南,罗湖区,黄贝岭,新天地名居,40.00㎡,南,1室1厅1卫
整租·星河智荟 1室1厅 西南,龙岗区,横岗,星河智荟,48.00㎡,西南,1室1厅1卫
整租·蓝天绿都家园 1室1厅 东,福田区,梅林,蓝天绿都家园,42.00㎡,东,1室1厅1卫
整租·特力大厦 1室0厅 东,罗湖区,翠竹,特力大厦,45.00㎡,东,1室0厅1卫
整租·ONE 39 1室0厅 南,罗湖区,地王,ONE 39,50.00㎡,南,1室0厅1卫
整租·建信天宸 1室1厅 东南,龙岗区,横岗,建信天宸,45.00㎡,东南,1室1厅1卫
整租·深华公寓 1室1厅 西,福田区,梅林,深华公寓,42.87㎡,西,1室1厅1卫
整租·华商时代公寓 1室1厅 南,罗湖区,笋岗,华商时代公寓,44.00㎡,南,1室1厅1卫
独栋·壹居公寓 坪洲2店 地铁口无遮挡一房一厅 1室1厅,,,,42.00㎡,,1室1厅1卫
整租·华商时代公寓 1室0厅 东,罗湖区,笋岗,华商时代公寓,43.00㎡,东,1室0厅1卫
整租·笋岗仓库综合楼 1室0厅 南,罗湖区,笋岗,笋岗仓库综合楼,41.00㎡,南,1室0厅0卫
整租·ONE 39 1室0厅 东南,罗湖区,地王,ONE 39,43.00㎡,东南,1室0厅1卫
独栋·壹心公寓 洪浪北2店 地铁0距离精装大一房 1室1厅,,,,41.80㎡,,1室1厅1卫
独栋·深圳鸿远公寓 华侨店 （不短租）坪洲大仟里大一房一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
整租·勤诚达正大城 1室0厅 东南,光明区,光明,勤诚达正大城,45.00㎡,东南,1室0厅1卫
整租·金丽豪苑 1室1厅 北,罗湖区,翠竹,金丽豪苑,41.00㎡,北,1室1厅1卫
独栋·梦幻之家社区 尚好公寓2店 电梯·超大单间·双床·酒店式管理好停车 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·猪猪租房 丹竹头二店 丹竹头特惠一房一厅可议价公寓直租 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·猪猪租房 丹竹头二店 丹竹头超值隔断一房一厅可议价公寓直租 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·Kris寓 白领社区 东方之家(半年起租） 1室1厅,,,,45.00-48.00㎡,,1室1厅1卫
独栋·Kris寓 兴东地铁站店 SUNNING一房（半年起租） 1室1厅,,,,40.00-45.00㎡,,1室1厅1卫
独栋·甜寓 固戍店 温馨阳光带阳台一房一厅 不短租 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·69号公寓 松仔园店 豪华轻奢 精装大隔断 全新家电 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·逸安之家社区 荣泰园二店 近天虹商圈带花园免费停车阳台·大1房 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 塘水围三店二期 稀缺户型超大面积 1室1厅,,,,42.00-45.00㎡,,1室1厅1卫
独栋·梦幻之家社区 六店 电梯超大空间一房一厅（谢绝短租） 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 新秀店三期 实体墙隔音好地铁步行10分钟 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·诚安居公寓 新围仔店 精装轻奢阳光一房一厅 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·甜寓 西乡3店 柠檬汽水暖色系小一房 1室1厅,,,,48.00㎡,,1室1厅1卫
独栋·深圳和寓 西乡2店 干净文艺范儿时尚大一房一厅 不短租 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·星窝青年公寓 向南一店三期 朝外采光无敌通透一房 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·Kris寓 白领社区 琴弦一房（半年起租） 1室1厅,,,,35.00-50.00㎡,,1室1厅1卫
独栋·Kris寓 白领社区 院落一房（半年起租） 1室1厅,,,,45.00-48.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬139店 全采光一房一厅 可短租 可月付 民水电 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 弓村8-6号店 新色彩新心情 冷色调一房一厅 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 白石龙17号店 阳台独立厨一房 可短租 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 赤岭头46号店 电梯大一房一厅 可短租可做饭 1室1厅,,,,48.00㎡,,1室1厅1卫
独栋·微棠青年公寓 东泉新村119店 电梯采光一房一厅可短租 1室1厅,,,,39.00-50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 东泉新村119店 阳光满满一房一厅两人居 1室1厅,,,,36.00-50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 下横朗29号店 一房一厅 有车位 很难不爱吧 1室1厅,,,,46.00-50.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬94号店 哇 超舒适的一房一厅 带独立厨房阳台 可短租 1室1厅,,,,50.00㎡,,1室1厅1卫
独栋·商洲公寓 塘坑地铁站携创学校 湖景吧台大复式 全新全齐配置 停车方便 1室1厅,,,,49.00㎡,,1室1厅1卫
独栋·商洲公寓 天虹店 精装简约复试 1室1厅,,,,48.00㎡,,1室1厅1卫
独栋·微棠青年公寓 元芬232号店 签约立减488特价阳光一房 1室1厅,,,,48.00-50.00㎡,,1室1厅1卫
独栋·商洲公寓 塘坑3店 方正大一房 全新全齐配置 1室1厅,,,,52.00㎡,,1室1厅1卫
独栋·商洲公寓 塘坑地铁站携创学校 方正大一房  全新全齐配置 1室1厅,,,,52.00㎡,,1室1厅1卫
独栋·星窝青年公寓 C3店二期 一年起租，西乡银田工业区拎包入住一房 1室1厅,,,,30.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 C3店 一年起租，西乡精装一房近创意园 1室1厅,,,,30.00-40.00㎡,,1室1厅1卫
独栋·星窝青年公寓 C3店二期 一年起租，宝安创意园超大隔断一房 1室1厅,,,,45.00㎡,,1室1厅1卫
独栋·驿家公寓 八巷七号 特价阳光大窗一居室 1室1厅,,,,40.00㎡,,1室1厅1卫
独栋·驿家公寓 五巷六号 温馨一居室 1室1厅,,,,40.00㎡,,1室1厅1卫
