名称,区,板块,具体地址,面积（㎡）,房型,租价（元/月）
整租·光辉小区 2室1厅 南,浦东,梅园,光辉小区,72.23㎡,南,2室1厅1卫
整租·四和花园 2室1厅 南,静安,曹家渡,四和花园,70.34㎡,南,2室1厅1卫
整租·法华镇路720弄 2室1厅 南,长宁,新华路,法华镇路720弄,65.59㎡,南,2室1厅1卫
整租·盛世年华 2室1厅 南,浦东,源深,盛世年华,78.68㎡,南,2室1厅1卫
整租·镇宁路465弄 2室1厅 南,长宁,镇宁路,镇宁路465弄,60.00㎡,南,2室1厅1卫
整租·中海万锦城(二期) 2室1厅 北,静安,不夜城,中海万锦城(二期),68.94㎡,北,2室1厅2卫
整租·临沂大楼 2室1厅 南,浦东,南码头,临沂大楼,61.77㎡,南,2室1厅1卫
整租·陕西南路548弄 2室2厅 南,徐汇,建国西路,陕西南路548弄,64.31㎡,南,2室2厅1卫
整租·番禺大厦 2室1厅 南,长宁,新华路,番禺大厦,60.78㎡,南,2室1厅1卫
整租·虹桥世界中心 2室1厅 南,青浦,徐泾,虹桥世界中心,72.08㎡,南,2室1厅1卫
整租·古北虹苑（二期） 2室1厅 南,闵行,金虹桥,古北虹苑（二期）,75.13㎡,南,2室1厅1卫
整租·和瑞雅苑 2室1厅 南,杨浦,周家嘴路,和瑞雅苑,71.10㎡,南,2室1厅1卫
整租·凯欣豪园 2室1厅 东/南,长宁,中山公园,凯欣豪园,76.36㎡,东 南,2室1厅1卫
整租·前滩新天地 2室2厅 西,浦东,杨思前滩,前滩新天地,64.78㎡,西,2室2厅2卫
整租·中海臻如府(二期) 2室2厅 南,普陀,真如,中海臻如府(二期),77.03㎡,南,2室2厅1卫
整租·中海万锦城(四期) 2室2厅 东,静安,不夜城,中海万锦城(四期),61.24㎡,东,2室2厅2卫
整租·茂兴路55弄 2室2厅 南,浦东,塘桥,茂兴路55弄,69.55㎡,南,2室2厅1卫
整租·原水小区(卢湾) 2室1厅 南,黄浦,打浦桥,原水小区(卢湾),73.78㎡,南,2室1厅1卫
整租·大华锦绣华城(十五街区) 2室2厅 南,浦东,北蔡,大华锦绣华城(十五街区),77.13㎡,南,2室2厅1卫
整租·马当小区 2室1厅 东,黄浦,新天地,马当小区,62.09㎡,东,2室1厅1卫
整租·银良公寓 2室1厅 西北,浦东,花木,银良公寓,77.74㎡,西北,2室1厅1卫
整租·锦馨苑 2室1厅 东/南/西/北,徐汇,田林,锦馨苑,79.66㎡,东 南 西 北,2室1厅1卫
整租·乐活居 2室1厅 西,普陀,长寿路,乐活居,63.17㎡,西,2室1厅1卫
整租·淮海中路584弄 2室2厅 南,黄浦,淮海中路,淮海中路584弄,62.00㎡,南,2室2厅1卫
整租·高荣小区 2室1厅 西,静安,曹家渡,高荣小区,77.95㎡,西,2室1厅1卫
整租·市政大楼 2室1厅 南,浦东,梅园,市政大楼,72.09㎡,南,2室1厅1卫
整租·天安豪园 2室1厅 南,闵行,金汇,天安豪园,76.00㎡,南,2室1厅1卫
整租·尚光徐汇中心 2室1厅 东,徐汇,徐家汇,尚光徐汇中心,66.17㎡,东,2室1厅1卫
整租·陆家嘴锦绣前城 2室2厅 南,浦东,花木,陆家嘴锦绣前城,78.20㎡,南,2室2厅1卫
整租·由由七村 2室1厅 南,浦东,北蔡,由由七村,75.56㎡,南,2室1厅1卫
整租·康乐大楼(静安) 2室1厅 南,静安,南京西路,康乐大楼(静安),76.76㎡,南,2室1厅1卫
整租·升平小区 2室2厅 南/北,静安,南京西路,升平小区,60.39㎡,南 北,2室2厅1卫
整租·乌中小区 2室1厅 西,徐汇,衡山路,乌中小区,62.75㎡,西,2室1厅1卫
整租·知雅园 2室2厅 南/北,长宁,天山,知雅园,77.08㎡,南 北,2室2厅1卫
整租·佳安公寓 2室2厅 南,徐汇,徐家汇,佳安公寓,77.10㎡,南,2室2厅1卫
整租·新世纪花苑(一期)(浦东) 2室1厅 南,浦东,世博,新世纪花苑(一期)(浦东),67.68㎡,南,2室1厅1卫
整租·政宁小区 2室1厅 南,长宁,镇宁路,政宁小区,65.89㎡,南,2室1厅1卫
整租·茅台花苑 2室1厅 东南,长宁,仙霞,茅台花苑,71.75㎡,东南,2室1厅1卫
整租·同进理想城 3室1厅 南,普陀,桃浦,同进理想城,39.59㎡,南,3室1厅2卫
整租·紫兰苑 2室1厅 南,静安,不夜城,紫兰苑,76.73㎡,南,2室1厅1卫
独栋·中海海堂 国际服务公寓（上海） 近市区 可日租 特价两室两厅两卫带阳台 精装公寓 2室2厅,,,,80.00㎡,,2室2厅2卫
整租·驰骋大楼 2室1厅 西南,黄浦,世博滨江,驰骋大楼,70.73㎡,西南,2室1厅1卫
独栋·中海海堂 国际服务公寓（上海） 品牌直租 租期灵活 可日租 交通配套完善 四站静安寺 2室2厅,,,,80.00-95.00㎡,,2室2厅2卫
整租·龙南五村 2室1厅 南,徐汇,龙华,龙南五村,69.90㎡,南,2室1厅1卫
独栋·中海海堂 国际服务公寓（上海） 超大观景阳台 全屋中央空调 配套齐全 24h安保 2室2厅,,,,80.00㎡,,2室2厅1卫
整租·锦博苑 2室2厅 南,浦东,北蔡,锦博苑,78.80㎡,南,2室2厅1卫
整租·天安豪园 2室2厅 南,闵行,金汇,天安豪园,76.78㎡,南,2室2厅1卫
整租·四和花园 2室1厅 南,静安,曹家渡,四和花园,60.52㎡,南,2室1厅1卫
独栋·西部乐巢 岚皋路店 国企整租两室一厅 民用水电通燃气 可办居住证 2室1厅,,,,71.00㎡,,2室1厅1卫
整租·长春新苑 2室1厅 南,徐汇,田林,长春新苑,72.31㎡,南,2室1厅1卫
独栋·城方公寓 古北璟宏公寓 国企公寓新开业2房 2室2厅,,,,74.00㎡,,2室2厅1卫
整租·襄北大楼 2室1厅 南,徐汇,衡山路,襄北大楼,68.28㎡,南,2室1厅1卫
独栋·城方公寓 璟耀国际社区 国企直租  两室  阳光通透  近后滩/徐汇西岸/华师二 2室1厅,,,,70.00㎡,,2室1厅1卫
整租·曲阳大楼 2室1厅 西南,虹口,曲阳,曲阳大楼,71.64㎡,西南,2室1厅1卫
整租·张江汤臣豪园(二期) 2室2厅 南,浦东,张江,张江汤臣豪园(二期),77.55㎡,南,2室2厅2卫
整租·原水小区(卢湾) 2室1厅 南,黄浦,打浦桥,原水小区(卢湾),73.78㎡,南,2室1厅1卫
独栋·城方公寓 城寓服务社区康定路店 地铁口 两房 带花园 2室1厅,,,,63.82㎡,,2室1厅1卫
整租·泰东新村(徐汇) 2室1厅 东/东南,徐汇,徐家汇,泰东新村(徐汇),70.36㎡,东 东南,2室1厅1卫
整租·汾阳坊 2室2厅 南/西,静安,南京西路,汾阳坊,80.00㎡,南 西,2室2厅2卫
整租·虹桥路400弄 2室1厅 南,徐汇,徐家汇,虹桥路400弄,70.54㎡,南,2室1厅1卫
独栋·城方公寓 城寓服务社区康定路店 地铁口国企直租精装 2室1厅,,,,60.98㎡,,2室1厅1卫
整租·万科时一区（四期） 2室1厅 南,闵行,华漕,万科时一区（四期）,70.18㎡,南,2室1厅1卫
独栋·城方公寓 古北璟宏公寓 国企公寓雅致边套两房 2室1厅,,,,74.00㎡,,2室1厅1卫
整租·安丰小区 2室1厅 南,静安,不夜城,安丰小区,79.23㎡,南,2室1厅1卫
独栋·城方公寓 古北璟宏公寓 国企新开业公寓2房南 2室2厅,,,,80.00㎡,,2室2厅1卫
整租·大金更小区 2室1厅 南,长宁,仙霞,大金更小区,63.40㎡,南,2室1厅1卫
整租·瑞虹新城二期(优贤生活) 2室2厅 南,虹口,临平路,瑞虹新城二期(优贤生活),71.76㎡,南,2室2厅1卫
整租·南康公寓 2室1厅 南,黄浦,世博滨江,南康公寓,75.59㎡,南,2室1厅1卫
整租·延安公寓(长宁) 2室2厅 南,长宁,新华路,延安公寓(长宁),65.03㎡,南,2室2厅1卫
整租·新南家园 2室1厅 南/北,奉贤,西渡,新南家园,101.73㎡,南 北,2室1厅2卫
整租·三岛龙州苑 2室2厅 南,金山,金山,三岛龙州苑,108.85㎡,南,2室2厅2卫
整租·育秀一区 2室2厅 南,奉贤,南桥,育秀一区,115.09㎡,南,2室2厅2卫
整租·金海岸花园 2室2厅 南,金山,金山,金海岸花园,101.00㎡,南,2室2厅1卫
整租·光明金山府 2室2厅 南,金山,金山,光明金山府,119.87㎡,南,2室2厅1卫
整租·云帆佳苑 2室2厅 南,浦东,泥城镇,云帆佳苑,102.00㎡,南,2室2厅1卫
整租·金海岸花园 2室2厅 南,金山,金山,金海岸花园,101.58㎡,南,2室2厅1卫
整租·乐康苑 2室1厅 南,奉贤,西渡,乐康苑,114.32㎡,南,2室1厅1卫
整租·西上海御庭 2室2厅 南,嘉定,安亭,西上海御庭,100.67㎡,南,2室2厅1卫
整租·亭林华城康宁嘉园 2室1厅 南/北,金山,金山,亭林华城康宁嘉园,102.00㎡,南 北,2室1厅1卫
整租·万盛金邸 2室2厅 南/北,金山,金山,万盛金邸,104.71㎡,南 北,2室2厅2卫
整租·九华丽苑 2室2厅 南/北,奉贤,南桥,九华丽苑,111.51㎡,南 北,2室2厅2卫
整租·安亭瑞仕锦庭 2室1厅 南,嘉定,安亭,安亭瑞仕锦庭,101.06㎡,南,2室1厅1卫
整租·体育场路22支弄 2室2厅 南,奉贤,南桥,体育场路22支弄,105.00㎡,南,2室2厅1卫
整租·东方城市豪庭 2室2厅 南,浦东,惠南,东方城市豪庭,112.80㎡,南,2室2厅1卫
整租·晶珑俪榭 2室2厅 南,金山,金山,晶珑俪榭,118.00㎡,南,2室2厅1卫
整租·云树仁居 2室2厅 南/北,浦东,泥城镇,云树仁居,104.85㎡,南 北,2室2厅1卫
整租·宁康小区 3室1厅 南,长宁,中山公园,宁康小区,39.27㎡,南,3室1厅1卫
整租·福兴大厦 2室1厅 南,浦东,陆家嘴,福兴大厦,79.04㎡,南,2室1厅1卫
整租·东欣小区 2室1厅 东南/南,浦东,潍坊,东欣小区,69.58㎡,东南 南,2室1厅1卫
整租·张江公馆 2室2厅 南,浦东,唐镇,张江公馆,75.00㎡,南,2室2厅1卫
整租·富力虹桥十号 2室2厅 东,闵行,华漕,富力虹桥十号,69.79㎡,东,2室2厅1卫
整租·锦绿新城 2室1厅 南,普陀,武宁,锦绿新城,73.03㎡,南,2室1厅1卫
整租·岳阳大楼 2室1厅 南,徐汇,建国西路,岳阳大楼,63.94㎡,南,2室1厅1卫
整租·绿地海怡公寓 2室1厅 南,长宁,中山公园,绿地海怡公寓,68.58㎡,南,2室1厅1卫
整租·金狮公寓 2室1厅 南,长宁,古北,金狮公寓,79.00㎡,南,2室1厅1卫
整租·南山大楼 2室1厅 南,徐汇,徐家汇,南山大楼,80.00㎡,南,2室1厅1卫
整租·海联大厦 2室1厅 南,浦东,梅园,海联大厦,79.37㎡,南,2室1厅1卫
整租·林绿家园 2室1厅 南,杨浦,五角场,林绿家园,74.53㎡,南,2室1厅1卫
整租·大林大楼 2室1厅 东南/南,黄浦,老西门,大林大楼,62.69㎡,东南 南,2室1厅1卫
整租·爱法珑庭 2室2厅 南,浦东,潍坊,爱法珑庭,70.00㎡,南,2室2厅2卫
整租·峨海小区 2室1厅 南,浦东,塘桥,峨海小区,77.80㎡,南,2室1厅1卫
整租·南阳小区 2室1厅 东/东南,静安,南京西路,南阳小区,68.80㎡,东 东南,2室1厅1卫
整租·禹洲金桥国际 2室2厅 南,浦东,金桥,禹洲金桥国际,61.12㎡,南,2室2厅2卫
整租·新福康里(公寓) 2室1厅 南/北,静安,南京西路,新福康里(公寓),66.70㎡,南 北,2室1厅1卫
整租·虹桥路400弄 2室1厅 南,徐汇,徐家汇,虹桥路400弄,70.54㎡,南,2室1厅1卫
整租·长江公寓 2室1厅 南,黄浦,人民广场,长江公寓,63.16㎡,南,2室1厅1卫
整租·尚光徐汇中心 2室1厅 复式 东南,徐汇,徐家汇,尚光徐汇中心,66.17㎡,东南,2室1厅1卫
整租·静安新城五区 2室1厅 南,闵行,静安新城,静安新城五区,72.51㎡,南,2室1厅1卫
整租·张江汤臣豪园(二期) 2室2厅 复式 南,浦东,张江,张江汤臣豪园(二期),76.87㎡,南,2室2厅2卫
整租·天山华庭 2室1厅 南,长宁,天山,天山华庭,76.28㎡,南,2室1厅1卫
整租·中福浦江汇 2室1厅 南,黄浦,蓬莱公园,中福浦江汇,68.16㎡,南,2室1厅1卫
整租·卫星大楼 2室1厅 南,徐汇,斜土路,卫星大楼,65.94㎡,南,2室1厅1卫
整租·安顺小区西区 2室1厅 南,长宁,虹桥,安顺小区西区,72.10㎡,南,2室1厅1卫
整租·重华新村 2室1厅 南/北,静安,南京西路,重华新村,80.00㎡,南 北,2室1厅1卫
整租·南宜花苑 2室1厅 南,徐汇,徐家汇,南宜花苑,73.87㎡,南,2室1厅1卫
整租·桃林一小区 2室2厅 南,浦东,源深,桃林一小区,62.88㎡,南,2室2厅1卫
整租·古北首席 2室2厅 南/北,闵行,金虹桥,古北首席,73.63㎡,南 北,2室2厅1卫
整租·美罗家园澜景苑 2室1厅 南,宝山,罗店,美罗家园澜景苑,87.00㎡,南,2室1厅1卫
整租·万科阳光苑 2室1厅 复式 南/北,闵行,吴泾,万科阳光苑,82.06㎡,南 北,2室1厅1卫
整租·新水桥公寓 2室2厅 南,松江,莘闵别墅,新水桥公寓,82.00㎡,南,2室2厅1卫
整租·众秀新家园 2室2厅 南/北,闵行,颛桥,众秀新家园,89.00㎡,南 北,2室2厅1卫
整租·荣盛名邸(公寓) 2室2厅 南,松江,莘闵别墅,荣盛名邸(公寓),90.36㎡,南,2室2厅1卫
整租·安亭瑞仕锦庭 2室1厅 南,嘉定,安亭,安亭瑞仕锦庭,98.67㎡,南,2室1厅1卫
整租·世纪非凡锦城 2室1厅 南/北,宝山,顾村,世纪非凡锦城,90.94㎡,南 北,2室1厅1卫
整租·滨浦新苑八村 2室2厅 南/北,闵行,浦江,滨浦新苑八村,80.00㎡,南 北,2室2厅1卫
整租·新城悠活城 2室2厅 南,嘉定,菊园新区,新城悠活城,96.00㎡,南,2室2厅1卫
整租·上海豪都国际花园(公寓) 2室2厅 南,青浦,徐泾,上海豪都国际花园(公寓),93.19㎡,南,2室2厅1卫
整租·美罗家园澜景苑 2室1厅 南,宝山,罗店,美罗家园澜景苑,87.00㎡,南,2室1厅1卫
整租·北欧丽景 2室1厅 南,闵行,老闵行,北欧丽景,80.73㎡,南,2室1厅1卫
整租·爱博五村 2室2厅 南,闵行,华漕,爱博五村,81.65㎡,南,2室2厅1卫
整租·和泰苑 2室1厅 南,宝山,大场镇,和泰苑,90.55㎡,南,2室1厅1卫
整租·富隆苑 2室2厅 南/北,宝山,共富,富隆苑,96.79㎡,南 北,2室2厅1卫
整租·富浩河滨花园 2室2厅 南,宝山,月浦,富浩河滨花园,96.81㎡,南,2室2厅1卫
整租·宝业·活力天地 2室2厅 南,青浦,盈浦,宝业·活力天地,81.78㎡,南,2室2厅1卫
整租·新月丽苑 2室1厅 南,宝山,月浦,新月丽苑,95.96㎡,南,2室1厅1卫
整租·新弘国际城(公寓) 2室2厅 南,松江,莘闵别墅,新弘国际城(公寓),88.62㎡,南,2室2厅1卫
整租·广盛佳苑 2室1厅 南/北,浦东,高行,广盛佳苑,92.00㎡,南 北,2室1厅1卫
整租·南山雨果东区 2室2厅 南,青浦,徐泾,南山雨果东区,86.97㎡,南,2室2厅1卫
整租·新月丽苑 2室2厅 南,宝山,月浦,新月丽苑,95.96㎡,南,2室2厅1卫
整租·三明花园 2室1厅 南,闵行,老闵行,三明花园,84.84㎡,南,2室1厅1卫
整租·世纪新城 2室2厅 南,松江,松江新城,世纪新城,91.67㎡,南,2室2厅1卫
整租·盛华景苑 2室2厅 南,徐汇,华泾,盛华景苑,89.30㎡,南,2室2厅1卫
整租·新顾村大家园A区 2室2厅 南,宝山,顾村,新顾村大家园A区,80.00㎡,南,2室2厅1卫
整租·富浩河滨花园 2室2厅 南,宝山,月浦,富浩河滨花园,96.81㎡,南,2室2厅1卫
整租·美兰湖中华园 2室1厅 南,宝山,罗店,美兰湖中华园,88.00㎡,南,2室1厅1卫
整租·海江新村 2室1厅 南,宝山,淞宝,海江新村,91.70㎡,南,2室1厅1卫
整租·和悦家园 2室1厅 南/北,浦东,外高桥,和悦家园,82.00㎡,南 北,2室1厅1卫
整租·锦峰苑 2室2厅 南,闵行,颛桥,锦峰苑,89.81㎡,南,2室2厅1卫
整租·万科假日风景(公寓) 2室1厅 南,闵行,莘庄南广场,万科假日风景(公寓),99.11㎡,南,2室1厅1卫
整租·金唐公寓 2室2厅 南,浦东,唐镇,金唐公寓,86.60㎡,南,2室2厅1卫
整租·匡巷二村 2室1厅 南,嘉定,江桥,匡巷二村,87.49㎡,南,2室1厅1卫
整租·由由七村 2室2厅 南,浦东,北蔡,由由七村,85.00㎡,南,2室2厅1卫
整租·金地峯范 2室1厅 南,嘉定,菊园新区,金地峯范,98.76㎡,南,2室1厅1卫
整租·上大阳光乾清园 2室2厅 南,宝山,上大,上大阳光乾清园,86.56㎡,南,2室2厅1卫
整租·上隽嘉苑(公寓) 2室1厅 南,嘉定,南翔,上隽嘉苑(公寓),89.00㎡,南,2室1厅1卫
整租·中城绿苑 2室2厅 南,闵行,春申,中城绿苑,85.96㎡,南,2室2厅1卫
整租·保利熙悦 2室2厅 南,宝山,上大,保利熙悦,94.62㎡,南,2室2厅1卫
整租·共富花园 2室2厅 南,宝山,共富,共富花园,93.00㎡,南,2室2厅1卫
整租·阳光苑民同路176弄 2室1厅 南,浦东,曹路,阳光苑民同路176弄,82.70㎡,南,2室1厅1卫
整租·金沐家园 2室2厅 南,浦东,三林,金沐家园,89.00㎡,南,2室2厅1卫
整租·水清二村 2室1厅 南,闵行,莘庄北广场,水清二村,96.50㎡,南,2室1厅1卫
整租·阳光威尼斯C区 2室2厅 南/北,普陀,真光,阳光威尼斯C区,92.08㎡,南 北,2室2厅1卫
整租·海高一村 2室2厅 南/北,浦东,外高桥,海高一村,89.41㎡,南 北,2室2厅1卫
整租·阳光威尼斯(三期) 2室2厅 南/北,普陀,真光,阳光威尼斯(三期),95.00㎡,南 北,2室2厅1卫
整租·龙湖郦城(一期) 2室1厅 南,嘉定,嘉定新城,龙湖郦城(一期),95.66㎡,南,2室1厅1卫
整租·盛世家园 2室1厅 南/北,静安,永和,盛世家园,87.05㎡,南 北,2室1厅1卫
整租·新梅绿岛苑 2室2厅 南,宝山,共康,新梅绿岛苑,86.02㎡,南,2室2厅1卫
整租·路劲悦茂府 2室2厅 南,嘉定,菊园新区,路劲悦茂府,84.96㎡,南,2室2厅1卫
整租·浦江东旭公寓1443弄 2室1厅 南,浦东,高行,浦江东旭公寓1443弄,80.19㎡,南,2室1厅1卫
整租·金利公寓 2室2厅 南,浦东,唐镇,金利公寓,87.66㎡,南,2室2厅1卫
整租·柏林春天（一期） 2室1厅 南,闵行,莘庄南广场,柏林春天（一期）,89.00㎡,南,2室1厅1卫
整租·逸仙小区 2室1厅 南,虹口,江湾镇,逸仙小区,83.13㎡,南,2室1厅1卫
整租·星丰苑 2室1厅 南,闵行,莘庄北广场,星丰苑,82.88㎡,南,2室1厅2卫
整租·万康家园 2室1厅 南,虹口,江湾镇,万康家园,80.32㎡,南,2室1厅1卫
整租·汤巷馨村(二期) 2室1厅 南,浦东,康桥,汤巷馨村(二期),80.76㎡,南,2室1厅1卫
整租·万业紫辰苑 2室2厅 南,宝山,杨行,万业紫辰苑,85.66㎡,南,2室2厅1卫
整租·莘城苑 2室1厅 南,闵行,莘庄北广场,莘城苑,82.00㎡,南,2室1厅1卫
整租·永昌大厦 2室2厅 南,静安,江宁路,永昌大厦,77.63㎡,南,2室2厅1卫
独栋·朗诗寓 新五角场店 五角场商圈 品质两房 可月付（75平、带阳台厨房烘干机）C 2室1厅,,,,58.00-80.00㎡,,2室1厅1卫
整租·大华锦绣华城(十五街区) 2室2厅 南,浦东,北蔡,大华锦绣华城(十五街区),75.26㎡,南,2室2厅1卫
独栋·方隅公寓 上海天悦方隅公寓 精品公寓 公寓直租无中介费 2室1厅,,,,66.00㎡,,2室1厅2卫
整租·锦馨苑 2室2厅 南,徐汇,田林,锦馨苑,76.25㎡,南,2室2厅1卫
独栋·方隅公寓 上海天悦方隅公寓 近环球港复式精装两居 2室2厅,,,,66.00㎡,,2室2厅1卫
整租·万科时一区（一期） 2室2厅 南,闵行,华漕,万科时一区（一期）,78.14㎡,南,2室2厅1卫
独栋·方隅公寓 上海天悦方隅公寓 毕业生特惠 首月免租 公寓直租 2室2厅,,,,66.00㎡,,2室2厅1卫
整租·华龙公寓(徐汇) 2室1厅 南,徐汇,衡山路,华龙公寓(徐汇),70.13㎡,南,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 9月特惠招租 豪华精品两居室，免费24小时健身房 2室2厅,,,,66.00㎡,,2室2厅1卫
整租·花木苑 2室1厅 南,浦东,花木,花木苑,74.08㎡,南,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 带衣帽间行政一房停车方便 2室2厅,,,,66.00㎡,,2室2厅1卫
整租·河风丽景 2室1厅 南,长宁,天山,河风丽景,74.00㎡,南,2室1厅1卫
独栋·桂客公寓 长寿路店 桂客公寓 长寿路店 俩房居家首选 2室2厅,,,,60.00-65.00㎡,,2室2厅1卫
整租·梧桐花园 2室1厅 南,徐汇,建国西路,梧桐花园,69.90㎡,南,2室1厅1卫
整租·九联小区 2室1厅 南,虹口,北外滩,九联小区,72.07㎡,南,2室1厅1卫
整租·盛世年华 2室1厅 南,浦东,源深,盛世年华,78.68㎡,南,2室1厅1卫
整租·康怡苑 2室1厅 南,普陀,长寿路,康怡苑,68.17㎡,南,2室1厅1卫
整租·海逸公寓 2室2厅 南,长宁,天山,海逸公寓,75.00㎡,南,2室2厅1卫
整租·协和家园 2室1厅 南,长宁,北新泾,协和家园,78.77㎡,南,2室1厅1卫
整租·华东化工大厦 2室1厅 南/西南,长宁,镇宁路,华东化工大厦,72.62㎡,南 西南,2室1厅1卫
整租·中海臻如府(一期) 2室1厅 南,普陀,真如,中海臻如府(一期),77.00㎡,南,2室1厅1卫
整租·峨海小区 2室1厅 南,浦东,塘桥,峨海小区,78.33㎡,南,2室1厅1卫
整租·上虹新村 2室1厅 南,闵行,金汇,上虹新村,69.24㎡,南,2室1厅1卫
整租·衡安大楼 2室1厅 西,徐汇,衡山路,衡安大楼,78.59㎡,西,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 品牌公寓首月免租  地铁旁loft精装两居室 2室1厅,,,,66.00㎡,,2室1厅1卫
整租·宜德苑 2室1厅 南,徐汇,徐家汇,宜德苑,75.24㎡,南,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 真如地铁600米品质公寓  首月免租，先到先得 2室1厅,,,,66.00㎡,,2室1厅1卫
整租·市政大楼 2室1厅 西南,浦东,梅园,市政大楼,60.66㎡,西南,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 真如地铁站精品公寓 9月特惠 首月免租 2室1厅,,,,66.00㎡,,2室1厅1卫
整租·中海万锦城(四期) 2室2厅 东/东南,静安,不夜城,中海万锦城(四期),71.22㎡,东 东南,2室2厅1卫
整租·申龙大楼 2室1厅 南,黄浦,世博滨江,申龙大楼,73.96㎡,南,2室1厅1卫
整租·中建锦绣天地 2室2厅 南,青浦,徐泾,中建锦绣天地,79.72㎡,南,2室2厅1卫
整租·华强公寓 2室1厅 南,徐汇,衡山路,华强公寓,64.76㎡,南,2室1厅1卫
整租·天山华庭 2室2厅 南,长宁,天山,天山华庭,79.80㎡,南,2室2厅1卫
整租·巴士小区 2室1厅 南,黄浦,新天地,巴士小区,60.07㎡,南,2室1厅1卫
整租·中海万锦城(四期) 2室1厅 西南,静安,不夜城,中海万锦城(四期),60.26㎡,西南,2室1厅1卫
整租·中远两湾城 2室1厅 南,普陀,中远两湾城,中远两湾城,75.45㎡,南,2室1厅1卫
整租·岳阳大楼 2室1厅 南,徐汇,建国西路,岳阳大楼,62.51㎡,南,2室1厅1卫
整租·静安晶华园 2室1厅 南,静安,江宁路,静安晶华园,72.00㎡,南,2室1厅1卫
整租·万科时一区（四期） 2室2厅 南,闵行,华漕,万科时一区（四期）,71.32㎡,南,2室2厅1卫
整租·静安河滨花园 2室1厅 南,静安,江宁路,静安河滨花园,74.79㎡,南,2室1厅1卫
整租·常熟路85弄 2室1厅 南,静安,静安寺,常熟路85弄,60.92㎡,南,2室1厅1卫
整租·瑞福小区 2室1厅 南,黄浦,豫园,瑞福小区,62.63㎡,南,2室1厅1卫
整租·西凌新邨 2室1厅 南,黄浦,蓬莱公园,西凌新邨,65.48㎡,南,2室1厅1卫
整租·清真小区 2室1厅 南/北,徐汇,斜土路,清真小区,78.38㎡,南 北,2室1厅1卫
整租·江南名庐 2室1厅 南/西,普陀,武宁,江南名庐,76.35㎡,南 西,2室1厅1卫
整租·红庄小区 2室1厅 东,长宁,新华路,红庄小区,71.64㎡,东,2室1厅1卫
整租·世纪之门 2室1厅 南,普陀,长寿路,世纪之门,60.61㎡,南,2室1厅1卫
整租·金狮公寓 2室1厅 南,长宁,古北,金狮公寓,79.00㎡,南,2室1厅1卫
整租·绿地海怡公寓 2室1厅 南,长宁,中山公园,绿地海怡公寓,68.58㎡,南,2室1厅1卫
独栋·中海海堂 国际服务公寓（上海） 超大观景阳台 全屋中央空调 配套齐全 24h安保 2室2厅,,,,80.00㎡,,2室2厅1卫
整租·新福康里(公寓) 2室1厅 南/北,静安,南京西路,新福康里(公寓),66.70㎡,南 北,2室1厅1卫
整租·天安豪园 2室2厅 南,闵行,金汇,天安豪园,76.78㎡,南,2室2厅1卫
整租·中新家园 2室1厅 南/北,浦东,洋泾,中新家园,72.11㎡,南 北,2室1厅1卫
独栋·西部乐巢 岚皋路店 国企整租两室一厅 民用水电通燃气 可办居住证 2室1厅,,,,71.00㎡,,2室1厅1卫
整租·岳阳大楼 2室1厅 南,徐汇,建国西路,岳阳大楼,62.66㎡,南,2室1厅1卫
独栋·城方公寓 古北璟宏公寓 国企公寓新开业2房 2室2厅,,,,74.00㎡,,2室2厅1卫
整租·汇丽小区 2室1厅 南,黄浦,打浦桥,汇丽小区,65.10㎡,南,2室1厅1卫
独栋·城方公寓 璟耀国际社区 国企直租  两室  阳光通透  近后滩/徐汇西岸/华师二 2室1厅,,,,70.00㎡,,2室1厅1卫
整租·中鸿大厦 2室1厅 南,静安,西藏北路,中鸿大厦,80.00㎡,南,2室1厅1卫
整租·竹园高层 2室1厅 北,浦东,源深,竹园高层,64.00㎡,北,2室1厅1卫
整租·古北首席 2室2厅 南/北,闵行,金虹桥,古北首席,74.00㎡,南 北,2室2厅1卫
独栋·城投宽庭 湾谷社区 两房一厅 2室1厅,,,,69.00㎡,,2室1厅1卫
整租·乐活居 2室1厅 南,普陀,长寿路,乐活居,63.04㎡,南,2室1厅1卫
独栋·华尔福服务式公寓 邮电新村店 10号线零距离精装两居室，可养宠物，大型购物中心 2室1厅,,,,70.00㎡,,2室1厅1卫
整租·和瑞雅苑 2室1厅 南,杨浦,周家嘴路,和瑞雅苑,71.10㎡,南,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 环球港网红LOFT两房 首月免租 2室2厅,,,,76.00㎡,,2室2厅2卫
整租·张江汤臣豪园(四期) 2室2厅 南,浦东,张江,张江汤臣豪园(四期),75.48㎡,南,2室2厅1卫
独栋·方隅公寓 上海天悦方隅公寓 企客特价 首月免租 复式精装公寓 2室2厅,,,,66.00㎡,,2室2厅1卫
整租·新泾五村 2室1厅 南,长宁,北新泾,新泾五村,66.32㎡,南,2室1厅1卫
独栋·方隅公寓 上海天悦方隅公寓 14号线真如复式两居 宠物有好 2室2厅,,,,66.00㎡,,2室2厅1卫
