名称,区,板块,具体地址,面积（㎡）,朝向,房型,租价（元/月）
整租·通河四村 2室1厅 南,宝山,通河,通河四村,55.65,南,2室1厅1卫,4500
整租·新梅绿岛苑 2室1厅 南,宝山,共康,新梅绿岛苑,67.60,南,2室1厅1卫,5100
整租·中山南一路202号 2室1厅 南,黄浦,世博滨江,中山南一路202号,61.00,南,2室1厅1卫,8500
整租·金辉天鹅湾 2室2厅 南,奉贤,南桥,金辉天鹅湾,84.40,南,2室2厅1卫,3800
整租·兰田新村 2室0厅 南,普陀,真如,兰田新村,46.34,南,2室0厅1卫,6500
整租·馨佳园(丹霞山路257弄) 2室1厅 南/北,宝山,顾村,馨佳园(丹霞山路257弄),78.00,南 北,2室1厅1卫,4500
整租·中星海上景庭 3室1厅 南/北,浦东,洋泾,中星海上景庭,107.19,南 北,3室1厅1卫,12000
整租·锦绣江南(四期) 3室2厅 南,闵行,金汇,锦绣江南(四期),138.58,南,3室2厅2卫,17000
整租·天星公寓(长宁) 3室1厅 南,长宁,镇宁路,天星公寓(长宁),78.00,南,3室1厅1卫,9500
整租·海棠馨苑南区 2室1厅 南,青浦,徐泾,海棠馨苑南区,66.81,南,2室1厅1卫,3500
整租·万航渡路174-190号(双) 1室0厅 东北,静安,静安寺,万航渡路174-190号(双),30.08,东北,1室0厅1卫,5700
整租·新梅莘苑 2室2厅 南,闵行,莘庄南广场,新梅莘苑,100.16,南,2室2厅1卫,7500
整租·棕榈泉花园 4室3厅 复式 南,浦东,唐镇,棕榈泉花园,292.62,南,4室3厅4卫,45000
整租·申田大楼 1室1厅 南,静安,静安寺,申田大楼,71.32,南,1室1厅1卫,15000
整租·广中三村 3室1厅 南,虹口,凉城,广中三村,66.00,南,3室1厅1卫,5000
整租·春申景城湖滨晨韵 2室2厅 南,闵行,春申,春申景城湖滨晨韵,79.45,南,2室2厅1卫,6500
整租·德怡苑 1室1厅 南,普陀,长寿路,德怡苑,69.00,南,1室1厅1卫,8000
整租·太浜巷小区 2室1厅 南,普陀,光新,太浜巷小区,67.07,南,2室1厅1卫,6500
整租·绿庭尚城 3室2厅 南,松江,九亭,绿庭尚城,90.39,南,3室2厅1卫,6900
整租·春港丽园(公寓) 2室2厅 南/北,浦东,张江,春港丽园(公寓),58.09,南 北,2室2厅1卫,6300
整租·潍坊八村 2室0厅 南,浦东,潍坊,潍坊八村,49.54,南,2室0厅1卫,7500
整租·中建溪岸澜庭 3室1厅 南/北,嘉定,南翔,中建溪岸澜庭,87.70,南 北,3室1厅1卫,7200
整租·世茂云图 3室2厅 南,浦东,康桥,世茂云图,148.08,南,3室2厅1卫,11000
整租·上海绿城 4室2厅 南,浦东,杨东,上海绿城,176.00,南,4室2厅2卫,22000
整租·英伦风尚 5室2厅 南,松江,九亭,英伦风尚,100.20,南,5室2厅2卫,7000
整租·平江盛世家园 2室1厅 北,普陀,甘泉宜川,平江盛世家园,70.78,北,2室1厅1卫,8500
整租·美树铭家 3室2厅 南/北,宝山,张庙,美树铭家,124.63,南 北,3室2厅2卫,7500
整租·万兆家园(一期) 2室2厅 南,闵行,七宝,万兆家园(一期),77.01,南,2室2厅1卫,6600
整租·管弄四街坊 1室0厅 南,普陀,光新,管弄四街坊,35.27,南,1室0厅1卫,4600
整租·荣信虹桥世嘉 3室2厅 南,闵行,金虹桥,荣信虹桥世嘉,167.26,南,3室2厅2卫,18000
整租·万科天空之城一期海之洲 4室2厅 南,青浦,徐泾,万科天空之城一期海之洲,150.97,南,4室2厅2卫,12500
整租·雍华府(公寓) 2室1厅 南/北,闵行,颛桥,雍华府(公寓),88.14,南 北,2室1厅1卫,7100
整租·高尚领域 3室2厅 南,普陀,真如,高尚领域,100.34,南,3室2厅2卫,14000
整租·万业紫辰苑 2室1厅 南,宝山,杨行,万业紫辰苑,85.22,南,2室1厅1卫,5300
整租·天钥新村 2室1厅 南,徐汇,万体馆,天钥新村,65.83,南,2室1厅1卫,8200
整租·杨桥第一小区 1室1厅 南,普陀,桃浦,杨桥第一小区,46.51,南,1室1厅1卫,4200
整租·水清二村 3室1厅 南,闵行,莘庄北广场,水清二村,74.35,南,3室1厅1卫,6000
整租·BPC陆家嘴创业街区 2室1厅 南,浦东,洋泾,BPC陆家嘴创业街区,59.46,南,2室1厅1卫,15500
整租·保利叶之林(二期) 4室2厅 南,宝山,上大,保利叶之林(二期),180.77,南,4室2厅2卫,11800
整租·毕加索小镇(一期)(公寓) 3室2厅 南/北,浦东,唐镇,毕加索小镇(一期)(公寓),166.00,南 北,3室2厅1卫,10000
整租·河畔家苑 3室2厅 南/北,青浦,徐泾,河畔家苑,139.00,南 北,3室2厅2卫,5700
整租·西郊庄园马德里洋房 1室2厅 南/北,闵行,华漕,西郊庄园马德里洋房,90.62,南 北,1室2厅1卫,9500
整租·新长征花苑 2室1厅 南,普陀,长征,新长征花苑,56.78,南,2室1厅1卫,5500
整租·君悦湾 3室2厅 南,青浦,徐泾,君悦湾,117.19,南,3室2厅2卫,11000
整租·星尚湾名邸 2室2厅 南/北,青浦,华新,星尚湾名邸,89.00,南 北,2室2厅1卫,4700
整租·政民路230弄 1室1厅 南,杨浦,五角场,政民路230弄,33.75,南,1室1厅1卫,4800
整租·君莲小区 3室1厅 南,闵行,颛桥,君莲小区,84.65,南,3室1厅1卫,6000
整租·上海蟠龙天地 3室2厅 南,青浦,徐泾,上海蟠龙天地,98.24,南,3室2厅2卫,10800
整租·青南小区 2室1厅 南,闵行,七宝,青南小区,57.65,南,2室1厅1卫,6500
整租·斜土路2200弄 3室1厅 南,徐汇,徐家汇,斜土路2200弄,62.98,南,3室1厅1卫,6800
整租·延吉东路131弄 1室1厅 南,杨浦,控江路,延吉东路131弄,37.79,南,1室1厅1卫,4600
整租·乾鸿苑 2室2厅 南,虹口,临平路,乾鸿苑,105.37,南,2室2厅1卫,11000
整租·大连路1188弄 2室1厅 南,杨浦,鞍山,大连路1188弄,37.00,南,2室1厅1卫,5300
整租·万科假日风景(公寓) 2室2厅 南/北,闵行,莘庄南广场,万科假日风景(公寓),95.50,南 北,2室2厅1卫,7300
整租·德州四村 1室0厅 南/北,浦东,世博,德州四村,31.30,南 北,1室0厅1卫,4500
整租·朱家滩小区 2室1厅 南,浦东,潍坊,朱家滩小区,51.91,南,2室1厅1卫,7500
整租·东方御花园 1室1厅 南,闵行,古美,东方御花园,43.20,南,1室1厅1卫,4800
整租·东明新村 1室1厅 南/北,浦东,陆家嘴,东明新村,43.60,南 北,1室1厅1卫,5500
整租·惠德新邨 1室1厅 南/北,浦东,北蔡,惠德新邨,42.21,南 北,1室1厅1卫,5800
整租·张杨路370弄 1室1厅 南,浦东,陆家嘴,张杨路370弄,35.00,南,1室1厅1卫,5000
整租·美罗家园宝欣苑一村 1室1厅 南/北,宝山,罗店,美罗家园宝欣苑一村,53.18,南 北,1室1厅1卫,2500
整租·天池一村 2室1厅 南,浦东,北蔡,天池一村,61.00,南,2室1厅1卫,6200
整租·金辉海上铭著 3室2厅 南/北,闵行,莘庄南广场,金辉海上铭著,138.93,南 北,3室2厅3卫,15000
整租·招商虹桥公馆 3室2厅 南,青浦,徐泾,招商虹桥公馆,88.00,南,3室2厅1卫,7900
整租·绿地世纪城(三期) 1室0厅 北,普陀,武宁,绿地世纪城(三期),42.44,北,1室0厅1卫,5600
整租·塘和家园德悦苑 1室0厅 南,松江,泗泾,塘和家园德悦苑,48.30,南,1室0厅1卫,2800
整租·鹏欣家园 1室1厅 南,浦东,南码头,鹏欣家园,59.42,南,1室1厅1卫,6500
整租·V格时代广场 2室0厅 南,嘉定,丰庄,V格时代广场,42.00,南,2室0厅2卫,4500
整租·馨佳园(丹霞山路257弄) 2室1厅 南/北,宝山,顾村,馨佳园(丹霞山路257弄),78.00,南 北,2室1厅1卫,4500
整租·湖畔天下(别墅) 4室2厅 南/北,嘉定,南翔,湖畔天下(别墅),254.78,南 北,4室2厅4卫,23000
整租·海江二村 1室0厅 南,宝山,淞宝,海江二村,36.55,南,1室0厅1卫,3200
整租·春房小区 3室2厅 南,长宁,北新泾,春房小区,85.47,南,3室2厅1卫,8000
整租·唐山路1280弄 1室1厅 南,杨浦,周家嘴路,唐山路1280弄,41.48,南,1室1厅1卫,4500
整租·佳兆业壹号 3室2厅 南/北,嘉定,嘉定新城,佳兆业壹号,89.77,南 北,3室2厅1卫,6000
整租·三岛龙州苑 2室2厅 南,金山,金山,三岛龙州苑,109.39,南,2室2厅1卫,3300
整租·绿野香洲(公寓) 2室2厅 南,闵行,七宝,绿野香洲(公寓),113.96,南,2室2厅2卫,8300
整租·海棠馨苑南区 2室1厅 南,青浦,徐泾,海棠馨苑南区,66.81,南,2室1厅1卫,3500
整租·宝华海尚郡领 2室2厅 南,浦东,北蔡,宝华海尚郡领,100.01,南,2室2厅1卫,11000
整租·上海青年城 2室2厅 东南,松江,九亭,上海青年城,56.00,东南,2室2厅1卫,5600
整租·三盛颐景园(住宅) 2室2厅 南/北,松江,九亭,三盛颐景园(住宅),84.82,南 北,2室2厅1卫,5200
整租·众乐小区 2室1厅 东/南,静安,江宁路,众乐小区,59.00,东 南,2室1厅1卫,8000
整租·报春四村 2室1厅 南,闵行,莘庄北广场,报春四村,58.50,南,2室1厅1卫,5000
整租·邮航小区 1室1厅 南,长宁,虹桥,邮航小区,34.11,南,1室1厅1卫,6000
整租·南长小区 2室1厅 南,静安,曹家渡,南长小区,62.47,南,2室1厅1卫,8300
整租·淞南六村西区 2室2厅 东,宝山,淞南,淞南六村西区,70.46,东,2室2厅1卫,6000
整租·美罗家园宝欣苑七村 2室1厅 南,宝山,罗店,美罗家园宝欣苑七村,69.59,南,2室1厅1卫,3300
整租·万科金色里程(公寓) 3室1厅 南,浦东,杨思前滩,万科金色里程(公寓),89.90,南,3室1厅1卫,8500
整租·广中路512号 1室1厅 南,虹口,凉城,广中路512号,41.64,南,1室1厅1卫,4600
整租·世纪时空大厦 1室1厅 西/北,静安,静安寺,世纪时空大厦,67.94,西 北,1室1厅1卫,12000
整租·安临小区 2室1厅 南,浦东,杨思前滩,安临小区,34.74,南,2室1厅2卫,5800
整租·凯欣豪园 2室2厅 东南,长宁,中山公园,凯欣豪园,118.06,东南,2室2厅2卫,18899
整租·东润舒庭 3室2厅 南,嘉定,新成路,东润舒庭,127.84,南,3室2厅2卫,6000
整租·衡安大楼 2室1厅 南,徐汇,衡山路,衡安大楼,69.75,南,2室1厅1卫,12000
整租·柳营路1025弄 2室1厅 南/北,静安,大宁,柳营路1025弄,55.28,南 北,2室1厅1卫,5500
整租·繁荣安居 3室1厅 南/北,浦东,周浦,繁荣安居,96.14,南 北,3室1厅1卫,5200
整租·一天下大厦 1室1厅 南,静安,不夜城,一天下大厦,47.66,南,1室1厅1卫,7000
整租·诸新三村 1室1厅 南,闵行,华漕,诸新三村,39.24,南,1室1厅1卫,3600
整租·华阳路172弄 1室0厅 南,长宁,中山公园,华阳路172弄,33.80,南,1室0厅1卫,5500
整租·张杨路370弄 1室1厅 南,浦东,陆家嘴,张杨路370弄,35.00,南,1室1厅1卫,5000
整租·美罗家园宝欣苑一村 1室1厅 南/北,宝山,罗店,美罗家园宝欣苑一村,53.18,南 北,1室1厅1卫,2500
整租·天池一村 2室1厅 南,浦东,北蔡,天池一村,61.00,南,2室1厅1卫,6200
整租·金辉海上铭著 3室2厅 南/北,闵行,莘庄南广场,金辉海上铭著,138.93,南 北,3室2厅3卫,15000
整租·招商虹桥公馆 3室2厅 南,青浦,徐泾,招商虹桥公馆,88.00,南,3室2厅1卫,7900
整租·绿地世纪城(三期) 1室0厅 北,普陀,武宁,绿地世纪城(三期),42.44,北,1室0厅1卫,5600
整租·塘和家园德悦苑 1室0厅 南,松江,泗泾,塘和家园德悦苑,48.30,南,1室0厅1卫,2800
整租·鹏欣家园 1室1厅 南,浦东,南码头,鹏欣家园,59.42,南,1室1厅1卫,6500
整租·V格时代广场 2室0厅 南,嘉定,丰庄,V格时代广场,42.00,南,2室0厅2卫,4500
整租·新南小区 2室1厅 南/北,虹口,江湾镇,新南小区,66.60,南 北,2室1厅1卫,6000
整租·梅园二街坊 2室1厅 南,浦东,梅园,梅园二街坊,52.46,南,2室1厅1卫,6200
整租·江南名邸 2室2厅 南,闵行,莘庄南广场,江南名邸,97.27,南,2室2厅1卫,7000
整租·路劲上海派花香澜庭 3室2厅 南,嘉定,安亭,路劲上海派花香澜庭,90.58,南,3室2厅1卫,4100
整租·嘉福坊 1室1厅 南,嘉定,丰庄,嘉福坊,85.93,南,1室1厅1卫,4500
整租·绿洲丰怡园 2室1厅 南/北,嘉定,嘉定老城,绿洲丰怡园,65.78,南 北,2室1厅1卫,3000
整租·李园二村 2室1厅 南,嘉定,嘉定老城,李园二村,56.20,南,2室1厅1卫,2500
整租·海伦堡爱ME城市 2室1厅 南,嘉定,南翔,海伦堡爱ME城市,53.95,南,2室1厅1卫,4000
整租·德华三村 1室1厅 南,嘉定,南翔,德华三村,48.92,南,1室1厅1卫,3600
整租·路劲海尚湾 3室1厅 南/北,嘉定,外冈,路劲海尚湾,89.00,南 北,3室1厅2卫,3700
整租·金浦小区(金桥) 2室1厅 南,浦东,碧云,金浦小区(金桥),69.15,南,2室1厅1卫,5200
整租·玉兰苑(川沙) 3室1厅 南,浦东,川沙,玉兰苑(川沙),78.44,南,3室1厅1卫,5900
整租·新城碧翠 3室2厅 南,浦东,高行,新城碧翠,170.08,南,3室2厅2卫,17000
整租·和韵家园 3室1厅 南,浦东,高行,和韵家园,83.53,南,3室1厅2卫,7000
整租·证大家园(三期) 2室2厅 南,浦东,高行,证大家园(三期),97.00,南,2室2厅1卫,9000
整租·黄山始信苑 3室1厅 南,浦东,金杨,黄山始信苑,86.30,南,3室1厅1卫,7800
整租·金杨新村八街坊 2室1厅 南,浦东,金杨,金杨新村八街坊,84.00,南,2室1厅1卫,6500
整租·朗诗里程 2室1厅 南,浦东,临港新城,朗诗里程,77.62,南,2室1厅1卫,2600
整租·临沂五村 2室0厅 南,浦东,南码头,临沂五村,43.67,南,2室0厅1卫,5400
整租·蓝色城邦(公寓) 4室2厅 复式 南,浦东,泥城镇,蓝色城邦(公寓),165.77,南,4室2厅2卫,4000
整租·潍坊四村 1室0厅 南,浦东,潍坊,潍坊四村,33.48,南,1室0厅1卫,4500
整租·潍坊九村 1室1厅 南,浦东,潍坊,潍坊九村,37.11,南,1室1厅1卫,5800
整租·西部大楼 2室1厅 南/西,普陀,甘泉宜川,西部大楼,76.95,南 西,2室1厅1卫,6800
整租·德怡苑 1室1厅 南,普陀,长寿路,德怡苑,36.89,南,1室1厅1卫,5800
整租·中骏天珑 3室2厅 南,青浦,徐泾,中骏天珑,118.83,南,3室2厅2卫,15500
整租·东渡悦来城 3室2厅 南,青浦,盈浦,东渡悦来城,96.94,南,3室2厅1卫,5500
整租·崧泽华城昱翠雅苑 2室1厅 南,青浦,赵巷,崧泽华城昱翠雅苑,79.91,南,2室1厅1卫,2500
整租·保利西子湾 1室1厅 东,松江,松江大学城,保利西子湾,64.99,东,1室1厅1卫,4200
整租·谷北小区 2室1厅 南,松江,松江老城,谷北小区,45.98,南,2室1厅1卫,2700
整租·月季园(徐汇) 2室1厅 南,徐汇,康健,月季园(徐汇),64.46,南,2室1厅1卫,6000
整租·康宁坊 1室1厅 南,徐汇,康健,康宁坊,45.36,南,1室1厅1卫,5000
整租·惠德新邨 2室1厅 南,浦东,北蔡,惠德新邨,58.15,南,2室1厅1卫,6200
整租·巨西小区 2室1厅 南,浦东,梅园,巨西小区,54.05,南,2室1厅1卫,6500
整租·斜土路2200弄 3室1厅 南,徐汇,徐家汇,斜土路2200弄,62.98,南,3室1厅1卫,6800
整租·大连路1188弄 2室1厅 南,杨浦,鞍山,大连路1188弄,37.00,南,2室1厅1卫,5300
整租·远虹大厦 2室1厅 南,虹口,临平路,远虹大厦,80.20,南,2室1厅1卫,9000
整租·东江小区 1室1厅 南,闵行,老闵行,东江小区,37.94,南,1室1厅1卫,3500
整租·桃浦一村海棠苑 2室1厅 南,普陀,桃浦,桃浦一村海棠苑,63.59,南,2室1厅1卫,4300
整租·玉田新村 1室0厅 南,虹口,曲阳,玉田新村,27.03,南,1室0厅1卫,3600
整租·泗塘五村 2室1厅 南,宝山,张庙,泗塘五村,72.61,南,2室1厅1卫,5200
整租·汾阳路9弄 1室0厅 南,徐汇,衡山路,汾阳路9弄,30.00,南,1室0厅1卫,9280
整租·四川南路44弄 1室1厅 南,黄浦,豫园,四川南路44弄,38.95,南,1室1厅1卫,6800
整租·延吉东路125弄 1室1厅 南,杨浦,控江路,延吉东路125弄,32.54,南,1室1厅1卫,4000
整租·建国西路695弄 2室1厅 南,徐汇,衡山路,建国西路695弄,48.55,南,2室1厅1卫,7800
整租·长青坊 1室0厅 南,徐汇,康健,长青坊,30.82,南,1室0厅1卫,4900
整租·上海青年城 2室2厅 东南,松江,九亭,上海青年城,56.00,东南,2室2厅1卫,5600
整租·圣和圣广场丽晶馆 1室1厅 南,静安,西藏北路,圣和圣广场丽晶馆,59.75,南,1室1厅1卫,7000
整租·三盛颐景园(住宅) 2室2厅 南/北,松江,九亭,三盛颐景园(住宅),84.82,南 北,2室2厅1卫,5200
整租·富力虹桥十号 3室2厅 南/北,闵行,华漕,富力虹桥十号,95.00,南 北,3室2厅2卫,12000
整租·路易凯旋宫 3室2厅 南,长宁,中山公园,路易凯旋宫,158.11,南,3室2厅2卫,18800
整租·众乐小区 2室1厅 东/南,静安,江宁路,众乐小区,59.00,东 南,2室1厅1卫,8000
整租·报春四村 2室1厅 南,闵行,莘庄北广场,报春四村,58.50,南,2室1厅1卫,5000
整租·南长小区 2室1厅 南,静安,曹家渡,南长小区,62.47,南,2室1厅1卫,8300
整租·临汾名城 2室2厅 南/北,静安,彭浦,临汾名城,93.19,南 北,2室2厅1卫,7500
整租·经纬城市绿洲 2室2厅 南/北,宝山,上大,经纬城市绿洲,88.81,南 北,2室2厅1卫,4500
整租·滨江小区 1室1厅 南,徐汇,徐汇滨江,滨江小区,60.52,南,1室1厅1卫,5500
整租·新城西岸公园 1室1厅 南,浦东,周浦,新城西岸公园,55.00,南,1室1厅1卫,5800
整租·万科天空之城四期光之丘 4室2厅 南,青浦,徐泾,万科天空之城四期光之丘,135.00,南,4室2厅2卫,14000
整租·延吉三村 1室0厅 南,杨浦,黄兴公园,延吉三村,32.51,南,1室0厅1卫,3600
整租·河滨城市花园 2室2厅 南,浦东,曹路,河滨城市花园,90.64,南,2室2厅1卫,7000
整租·和源祥邸珑庭 2室2厅 南/北,静安,大宁,和源祥邸珑庭,87.85,南 北,2室2厅1卫,9600
整租·万科天空之城四期光之丘 4室2厅 南,青浦,徐泾,万科天空之城四期光之丘,135.00,南,4室2厅2卫,14000
整租·延吉三村 1室0厅 南,杨浦,黄兴公园,延吉三村,32.51,南,1室0厅1卫,3600
整租·河滨城市花园 2室2厅 南,浦东,曹路,河滨城市花园,90.64,南,2室2厅1卫,7000
整租·和源祥邸珑庭 2室2厅 南/北,静安,大宁,和源祥邸珑庭,87.85,南 北,2室2厅1卫,9600
整租·金桥都市花园 5室3厅 南,浦东,金桥,金桥都市花园,231.71,南,5室3厅3卫,20000
整租·鞍山三村 1室0厅 南,杨浦,鞍山,鞍山三村,34.17,南,1室0厅1卫,3800
整租·谈家桥路163弄 2室0厅 南,静安,大宁,谈家桥路163弄,51.01,南,2室0厅1卫,4900
整租·古美八村 2室1厅 南,闵行,古美,古美八村,64.03,南,2室1厅1卫,6000
整租·骏丰玲珑坊 2室1厅 南,嘉定,嘉定新城,骏丰玲珑坊,70.58,南,2室1厅1卫,5000
整租·馨浦苑西区 2室2厅 南,青浦,徐泾,馨浦苑西区,74.00,南,2室2厅1卫,4300
整租·遵义小区 1室0厅 东,长宁,中山公园,遵义小区,31.83,东,1室0厅1卫,3800
整租·上海蟠龙天地 3室2厅 南,青浦,徐泾,上海蟠龙天地,99.00,南,3室2厅2卫,11000
整租·远虹大厦 2室1厅 南,虹口,临平路,远虹大厦,80.20,南,2室1厅1卫,9000
整租·东江小区 1室1厅 南,闵行,老闵行,东江小区,37.94,南,1室1厅1卫,3500
整租·谨斜小区 1室1厅 南/北,徐汇,徐家汇,谨斜小区,38.98,南 北,1室1厅1卫,6200
整租·陈家宅小区(潍坊西路) 2室1厅 南,浦东,陆家嘴,陈家宅小区(潍坊西路),60.31,南,2室1厅1卫,8000
整租·上海蟠龙天地 3室2厅 南,青浦,徐泾,上海蟠龙天地,99.00,南,3室2厅1卫,9500
整租·柳营路1025弄 2室1厅 南/北,静安,大宁,柳营路1025弄,55.28,南 北,2室1厅1卫,5500
整租·繁荣安居 3室1厅 南/北,浦东,周浦,繁荣安居,96.14,南 北,3室1厅1卫,5200
整租·一天下大厦 1室1厅 南,静安,不夜城,一天下大厦,47.66,南,1室1厅1卫,7000
整租·诸新三村 1室1厅 南,闵行,华漕,诸新三村,39.24,南,1室1厅1卫,3600
整租·招商虹桥公馆 2室2厅 南/北,青浦,徐泾,招商虹桥公馆,80.15,南 北,2室2厅1卫,8000
整租·华阳路172弄 1室0厅 南,长宁,中山公园,华阳路172弄,33.80,南,1室0厅1卫,5500
整租·绿地香颂(奉贤)(公寓) 3室1厅 南/北,奉贤,海湾,绿地香颂(奉贤)(公寓),62.37,南 北,3室1厅1卫,2000
整租·绿地摩登公馆 2室2厅 北,宝山,顾村,绿地摩登公馆,73.20,北,2室2厅1卫,4000
整租·9号公馆 3室2厅 南,松江,泗泾,9号公馆,98.65,南,3室2厅2卫,7100
整租·广中路512号 1室1厅 南,虹口,凉城,广中路512号,41.64,南,1室1厅1卫,4600
整租·保利叶之林(二期) 4室2厅 南,宝山,上大,保利叶之林(二期),180.77,南,4室2厅2卫,11800
整租·世纪时空大厦 1室1厅 西/北,静安,静安寺,世纪时空大厦,67.94,西 北,1室1厅1卫,12000
整租·凯欣豪园 2室2厅 东南,长宁,中山公园,凯欣豪园,118.06,东南,2室2厅2卫,18899
整租·雪野二村 1室1厅 南,浦东,世博,雪野二村,74.75,南,1室1厅1卫,7200
整租·新世纪花苑(二期)(浦东) 2室1厅 南,浦东,世博,新世纪花苑(二期)(浦东),69.19,南,2室1厅1卫,6500
整租·美罗家园宝欣苑一村 2室1厅 南/北,宝山,罗店,美罗家园宝欣苑一村,68.38,南 北,2室1厅1卫,1500
整租·宝地绿洲城 3室2厅 南,宝山,杨行,宝地绿洲城,132.37,南,3室2厅2卫,6200
整租·凤鸣海尚 3室2厅 南,奉贤,海湾,凤鸣海尚,88.96,南,3室2厅2卫,2000
整租·海湾艺墅 2室1厅 南,奉贤,海湾,海湾艺墅,99.93,南,2室1厅2卫,2000
整租·金海壹品 3室2厅 南,奉贤,南桥,金海壹品,83.21,南,3室2厅1卫,4300
整租·新三小区 1室1厅 南,虹口,江湾镇,新三小区,37.00,南,1室1厅1卫,4200
整租·V格时代广场 1室1厅 南,嘉定,丰庄,V格时代广场,55.34,南,1室1厅1卫,3300
整租·首创旭辉城 2室2厅 南,嘉定,徐行,首创旭辉城,73.62,南,2室2厅1卫,3400
整租·广电大楼 1室1厅 西,静安,静安寺,广电大楼,38.75,西,1室1厅1卫,7200
整租·证大家园(三期) 2室1厅 南,浦东,高行,证大家园(三期),88.00,南,2室1厅1卫,8000
整租·证大家园(五期) 3室2厅 南,浦东,高行,证大家园(五期),103.17,南,3室2厅1卫,9500
整租·云麓里 3室2厅 南,浦东,航头,云麓里,90.21,南,3室2厅2卫,3200
整租·联洋花园(一期) 3室2厅 南,浦东,联洋,联洋花园(一期),156.88,南,3室2厅2卫,13000
整租·宜浩佳园北区 2室2厅 南,浦东,临港新城,宜浩佳园北区,110.00,南,2室2厅2卫,3000
整租·保利玲珑公馆 3室2厅 南,浦东,临港新城,保利玲珑公馆,91.00,南,3室2厅2卫,4200
整租·临沂六村 1室1厅 南,浦东,南码头,临沂六村,37.00,南,1室1厅1卫,5600
整租·唐丰苑 1室1厅 南,浦东,唐镇,唐丰苑,58.44,南,1室1厅1卫,5200
整租·潍坊三村 1室1厅 南,浦东,潍坊,潍坊三村,40.52,南,1室1厅1卫,6200
整租·泾东小区 1室1厅 南,浦东,洋泾,泾东小区,38.38,南,1室1厅1卫,5000
整租·安康新村 2室1厅 南/北,浦东,周浦,安康新村,61.48,南 北,2室1厅1卫,4500
整租·长风二村风荷园 2室1厅 南/北,普陀,长风,长风二村风荷园,51.08,南 北,2室1厅1卫,6200
整租·世纪之门 1室1厅 东,普陀,长寿路,世纪之门,59.36,东,1室1厅1卫,7500
整租·清涧七街坊 1室1厅 南,普陀,真光,清涧七街坊,49.16,南,1室1厅1卫,4200
整租·信达蓝爵 2室2厅 南,松江,松江大学城,信达蓝爵,82.20,南,2室2厅1卫,4800
整租·三湘四季花城 2室1厅 南,松江,松江大学城,三湘四季花城,103.37,南,2室1厅1卫,4000
整租·花苑村丁香园 2室1厅 南/北,徐汇,康健,花苑村丁香园,62.61,南 北,2室1厅1卫,5100
整租·玉峰花园 2室1厅 南,静安,阳城,玉峰花园,69.02,南,2室1厅1卫,5100
整租·水霞小区 1室1厅 南,长宁,仙霞,水霞小区,33.95,南,1室1厅1卫,5200
整租·御桥花园 3室1厅 南/北,浦东,御桥,御桥花园,65.55,南 北,3室1厅1卫,6800
整租·绿园十二村 2室1厅 南,长宁,北新泾,绿园十二村,72.60,南,2室1厅1卫,6500
整租·万科天空之城二期云之谷 3室2厅 南,青浦,徐泾,万科天空之城二期云之谷,104.32,南,3室2厅2卫,11500
整租·华升新苑 2室2厅 南,杨浦,周家嘴路,华升新苑,93.00,南,2室2厅1卫,8500
整租·象屿都城 3室1厅 南/北,松江,九亭,象屿都城,90.00,南 北,3室1厅1卫,6000
整租·田林十四村 1室1厅 南,徐汇,田林,田林十四村,43.14,南,1室1厅1卫,6000
整租·梅园三街坊 1室1厅 南,浦东,梅园,梅园三街坊,29.54,南,1室1厅1卫,5000
整租·吉浦路615弄 2室1厅 南,宝山,高境,吉浦路615弄,51.37,南,2室1厅1卫,5000
整租·政立路545弄 2室1厅 南,杨浦,五角场,政立路545弄,63.79,南,2室1厅1卫,6700
整租·柏林春天（二期） 1室1厅 复式 南,闵行,莘庄南广场,柏林春天（二期）,61.48,南,1室1厅1卫,6200
整租·通河二村 1室1厅 南,宝山,通河,通河二村,42.43,南,1室1厅1卫,4000
整租·普陀四村 1室1厅 南,普陀,武宁,普陀四村,38.31,南,1室1厅1卫,4500
整租·唐城公寓 2室1厅 南,黄浦,老西门,唐城公寓,93.61,南,2室1厅1卫,12000
整租·合景天悦 3室2厅 南,松江,松江大学城,合景天悦,99.00,南,3室2厅2卫,8500
整租·甘泉一村 1室1厅 南,普陀,甘泉宜川,甘泉一村,41.68,南,1室1厅1卫,4300
整租·金桥酒店公寓 1室1厅 南,浦东,碧云,金桥酒店公寓,62.36,南,1室1厅1卫,6500
整租·星苑小区 1室1厅 南,虹口,凉城,星苑小区,35.69,南,1室1厅1卫,4200
整租·虹储小区 2室1厅 南,长宁,虹桥,虹储小区,51.59,南,2室1厅1卫,6000
整租·九城家天下新座 6室5厅 复式 南,松江,新桥,九城家天下新座,335.34,南,6室5厅5卫,23000
整租·奔腾新干线 1室1厅 南,静安,西藏北路,奔腾新干线,36.64,南,1室1厅1卫,7200
整租·合肥路267-271号(单) 2室1厅 南/北,黄浦,新天地,合肥路267-271号(单),53.53,南 北,2室1厅1卫,9300
整租·管弄五六街坊 2室1厅 南,普陀,光新,管弄五六街坊,60.19,南,2室1厅1卫,6800
整租·万科天空之城一期海之洲 3室2厅 南,青浦,徐泾,万科天空之城一期海之洲,99.02,南,3室2厅2卫,9000
整租·盘古园府 3室2厅 南,嘉定,嘉定新城,盘古园府,90.37,南,3室2厅2卫,5700
