名称,区,板块,具体地址,面积（㎡）,朝向,房型,租价（元/月）
整租·万科东第 3室2厅 西南/北,朝阳,甜水园,万科东第,163.00,西南 北,3室2厅2卫,19500
整租·金地朗悦YOYO派 2房间 西北,房山,长阳,金地朗悦YOYO派,40.00,西北,2房间1卫,2500
整租·东亚上北中心 2房间 北,昌平,回龙观,东亚上北中心,56.43,北,2房间1卫,6200
整租·中国铁建国际公馆 3室2厅 南/北,大兴,亦庄开发区其它,中国铁建国际公馆,89.00,南 北,3室2厅1卫,6800
整租·远洋风景 3室2厅 南/北,海淀,小西天,远洋风景,160.00,南 北,3室2厅2卫,24500
整租·方庄6号 3室1厅 西北,丰台,方庄,方庄6号,117.00,西北,3室1厅1卫,12000
整租·花家地小区 1室1厅 南/北,朝阳,望京,花家地小区,50.44,南 北,1室1厅1卫,5500
整租·瑞平家园 1室1厅 南,朝阳,中央别墅区,瑞平家园,60.00,南,1室1厅1卫,5800
整租·金澳国际 1室1厅 西南,海淀,马甸,金澳国际,56.71,西南,1室1厅1卫,7000
整租·天通苑东一区 1室1厅 西南,昌平,天通苑,天通苑东一区,75.00,西南,1室1厅1卫,5200
整租·葛洲坝北京紫郡兰园 3室1厅 南/北,海淀,海淀北部新区,葛洲坝北京紫郡兰园,88.89,南 北,3室1厅1卫,6800
整租·乐成豪丽 1室1厅 东,朝阳,大望路,乐成豪丽,69.00,东,1室1厅1卫,10000
整租·金隅自由筑 2房间 东/南,通州,临河里,金隅自由筑,60.82,东 南,2房间1卫,2750
整租·新景家园东区 1室1厅 东/西,东城,崇文门,新景家园东区,66.86,东 西,1室1厅1卫,7800
整租·望园东里 2室1厅 西/北,丰台,七里庄,望园东里,98.71,西 北,2室1厅1卫,7400
整租·慈云寺 2室1厅 南,朝阳,红庙,慈云寺,71.10,南,2室1厅1卫,8500
整租·建材城西一里 2室1厅 南/北,海淀,西三旗,建材城西一里,54.60,南 北,2室1厅1卫,6000
整租·方恒东景 3室0厅 南,通州,临河里,方恒东景,84.04,南,3室0厅1卫,4500
整租·东直门外大街(东城） 1室1厅 南,东城,东直门,东直门外大街(东城）,42.93,南,1室1厅1卫,5900
整租·首开花香四季 2室1厅 东/西,丰台,科技园区,首开花香四季,67.00,东 西,2室1厅1卫,5500
整租·远洋天地二期 2室1厅 西南,朝阳,四惠,远洋天地二期,120.08,西南,2室1厅2卫,10500
整租·云趣园一区 4室1厅 南/北,昌平,回龙观,云趣园一区,103.98,南 北,4室1厅2卫,8000
整租·丰体时代花园 1室1厅 东,丰台,岳各庄,丰体时代花园,56.05,东,1室1厅1卫,4500
整租·凤凰城一期 3室2厅 东/西,朝阳,三元桥,凤凰城一期,172.80,东 西,3室2厅3卫,23000
整租·天兴家园 2室1厅 南/北,丰台,科技园区,天兴家园,89.50,南 北,2室1厅1卫,6500
整租·澳洲康都 2室1厅 南,朝阳,望京,澳洲康都,83.00,南,2室1厅1卫,9000
整租·恒大江湾 2室1厅 南/北,朝阳,东坝,恒大江湾,88.72,南 北,2室1厅1卫,8600
整租·荣丰2008 1室1厅 北,西城,广安门,荣丰2008,30.31,北,1室1厅1卫,6100
整租·冠城名敦道A区 1室1厅 西,东城,广渠门,冠城名敦道A区,93.27,西,1室1厅1卫,11000
整租·金隅·金麟府 3室1厅 南/北,大兴,亦庄开发区其它,金隅·金麟府,89.00,南 北,3室1厅1卫,6600
整租·首开璞瑅公馆 4室2厅 南/北,丰台,方庄,首开璞瑅公馆,237.00,南 北,4室2厅3卫,33000
整租·紫金新干线 2室1厅 南,昌平,霍营,紫金新干线,82.30,南,2室1厅1卫,6200
整租·东方郁金香 1房间 西,朝阳,立水桥,东方郁金香,42.00,西,1房间1卫,4500
整租·四方景园三区 2室1厅 西,丰台,成寿寺,四方景园三区,67.43,西,2室1厅1卫,5800
整租·乐想汇 1房间 西,朝阳,北苑,乐想汇,53.00,西,1房间1卫,5500
整租·金域华府二期 3室1厅 南/北,昌平,回龙观,金域华府二期,117.00,南 北,3室1厅2卫,11500
整租·天下儒寓 3室1厅 东/东南/南,丰台,科技园区,天下儒寓,103.20,东 东南 南,3室1厅1卫,6300
整租·新起点嘉园 1室0厅 西,海淀,万柳,新起点嘉园,65.42,西,1室0厅1卫,8000
整租·黄木庄3号院 2室1厅 西北/东北,朝阳,双井,黄木庄3号院,66.06,西北 东北,2室1厅1卫,6800
整租·北店嘉园 3室1厅 南/北,昌平,回龙观,北店嘉园,103.00,南 北,3室1厅2卫,6700
整租·望都新地 2室1厅 南/北,昌平,北七家,望都新地,89.00,南 北,2室1厅1卫,4100
整租·保利大都汇 1室1厅 西北,通州,万达,保利大都汇,45.43,西北,1室1厅2卫,4900
整租·新奥洋房 1室1厅 南,东城,永定门,新奥洋房,58.96,南,1室1厅1卫,6200
整租·核二院 2室1厅 南/北,海淀,定慧寺,核二院,57.00,南 北,2室1厅1卫,8000
整租·东方雅苑 1室1厅 南,朝阳,大望路,东方雅苑,69.53,南,1室1厅1卫,7800
整租·京投银泰琨御府 3房间 北,海淀,四季青,京投银泰琨御府,66.37,北,3房间1卫,12500
整租·北京像素南区 3房间 南,朝阳,常营,北京像素南区,55.00,南,3房间2卫,6800
整租·金惠园二里 2室2厅 南/北,大兴,高米店,金惠园二里,95.99,南 北,2室2厅2卫,5000
整租·财大家属院 2室1厅 南/北,海淀,皂君庙,财大家属院,56.24,南 北,2室1厅1卫,9200
整租·金泰城丽湾 2室1厅 南,丰台,菜户营,金泰城丽湾,91.19,南,2室1厅2卫,9800
整租·龙泽苑西区 3室1厅 南/北,昌平,回龙观,龙泽苑西区,94.00,南 北,3室1厅1卫,6700
整租·常楹公元 4室2厅 南/北,朝阳,常营,常楹公元,195.88,南 北,4室2厅2卫,20500
整租·港湾国际 1室0厅 北,朝阳,工体,港湾国际,39.08,北,1室0厅1卫,5700
整租·博雅国际 1室0厅 南,朝阳,望京,博雅国际,65.50,南,1室0厅1卫,7000
整租·铁路小区 2室1厅 西北,海淀,六里桥,铁路小区,55.00,西北,2室1厅1卫,5900
整租·东亚印象台湖 2室1厅 南/北,通州,通州其它,东亚印象台湖,70.78,南 北,2室1厅1卫,4000
整租·五里店南里 2室1厅 南/北,丰台,五里店,五里店南里,60.68,南 北,2室1厅1卫,4100
整租·南海家园四里 2室1厅 南/北,大兴,亦庄开发区其它,南海家园四里,89.00,南 北,2室1厅1卫,4500
整租·华贸城 1室1厅 复式 东,朝阳,北苑,华贸城,52.33,东,1室1厅2卫,8200
整租·中关村公馆 2房间 北,海淀,苏州桥,中关村公馆,38.80,北,2房间1卫,6500
整租·兴海家园日苑 2室1厅 南/北,大兴,西红门,兴海家园日苑,84.00,南 北,2室1厅1卫,5400
整租·滨河坊 2室1厅 南/北,大兴,枣园,滨河坊,78.72,南 北,2室1厅1卫,3800
整租·北新家园 2室1厅 南,海淀,西三旗,北新家园,59.80,南,2室1厅1卫,5800
整租·莲香园 2室1厅 南/北,丰台,六里桥,莲香园,80.50,南 北,2室1厅1卫,6500
整租·合生国际花园 3室2厅 南,朝阳,双井,合生国际花园,136.73,南,3室2厅2卫,14500
整租·鸿业兴园一区 1室1厅 西,丰台,玉泉营,鸿业兴园一区,58.00,西,1室1厅1卫,5400
整租·成府公馆 1室2厅 南/北,海淀,五道口,成府公馆,67.13,南 北,1室2厅1卫,11500
整租·朝阳捷座 2室1厅 西,朝阳,石佛营,朝阳捷座,83.16,西,2室1厅1卫,7000
整租·澳洲康都 2室1厅 西南,朝阳,望京,澳洲康都,82.90,西南,2室1厅1卫,9300
整租·百环家园 1室1厅 北,朝阳,双井,百环家园,57.50,北,1室1厅1卫,6500
整租·后沙峪新村 2室1厅 南/北,顺义,后沙峪,后沙峪新村,83.00,南 北,2室1厅1卫,4500
整租·后现代城B区 2室1厅 南,朝阳,大望路,后现代城B区,110.00,南,2室1厅1卫,11000
整租·美立方 2室2厅 南/北,朝阳,北苑,美立方,98.00,南 北,2室2厅2卫,8200
整租·世界城 2房间 北,朝阳,东大桥,世界城,55.48,北,2房间0卫,10000
整租·荣丰2008 1室0厅 东,西城,广安门,荣丰2008,26.79,东,1室0厅1卫,3900
整租·首城国际B区 2室1厅 南,朝阳,双井,首城国际B区,88.00,南,2室1厅1卫,10500
整租·风格派 1室0厅 东,朝阳,亚运村小营,风格派,51.00,东,1室0厅1卫,5699
整租·中海金鑫阁 2房间 北,石景山,古城,中海金鑫阁,24.79,北,2房间1卫,4500
整租·金隅汇星苑 2室1厅 南/北,朝阳,高碑店,金隅汇星苑,78.75,南 北,2室1厅1卫,7000
整租·安贞西里 2室1厅 南,朝阳,安贞,安贞西里,70.08,南,2室1厅1卫,7400
整租·科技大学 2室1厅 南,海淀,二里庄,科技大学,51.80,南,2室1厅1卫,7500
整租·龙冠冠华苑 2室1厅 南/北,昌平,北七家,龙冠冠华苑,89.55,南 北,2室1厅1卫,4200
整租·牛王庙 1室1厅 南,朝阳,燕莎,牛王庙,40.00,南,1室1厅1卫,5700
整租·新源里东 2室1厅 东南,朝阳,亮马桥,新源里东,56.00,东南,2室1厅1卫,6600
整租·当代采育满庭春MOMA 2室1厅 南,大兴,大兴新机场洋房别墅区,当代采育满庭春MOMA,95.08,南,2室1厅1卫,2600
整租·泰中花园 2室1厅 西,大兴,高米店,泰中花园,99.00,西,2室1厅1卫,4000
整租·康居家园 3室1厅 南/北,密云,果园街道,康居家园,120.15,南 北,3室1厅2卫,2300
整租·金世纪嘉园 1室1厅 南,东城,广渠门,金世纪嘉园,60.24,南,1室1厅1卫,6100
整租·青年汇佳园 1室1厅 南,朝阳,朝青,青年汇佳园,57.49,南,1室1厅1卫,6800
整租·保利罗谷小区 1室1厅 南,昌平,昌平其它,保利罗谷小区,52.00,南,1室1厅1卫,3800
整租·合生国际花园 1室1厅 西,朝阳,双井,合生国际花园,61.00,西,1室1厅1卫,9800
整租·上京新航线 3室2厅 南/北,朝阳,望京,上京新航线,174.28,南 北,3室2厅2卫,18500
整租·北京时代广场 3房间 南,房山,良乡,北京时代广场,35.00,南,3房间1卫,2600
整租·二里沟中街44号院 1室1厅 南,海淀,甘家口,二里沟中街44号院,43.00,南,1室1厅1卫,5900
整租·阳光100 1室0厅 北,朝阳,CBD,阳光100,53.03,北,1室0厅1卫,8100
整租·新城市经典 1室1厅 东,丰台,科技园区,新城市经典,54.00,东,1室1厅1卫,4300
整租·铭科苑 3室1厅 南/北,海淀,西二旗,铭科苑,91.40,南 北,3室1厅1卫,8500
整租·北京北 1室1厅 西北,昌平,立水桥,北京北,56.27,西北,1室1厅1卫,5600
整租·中建港怡嘉园 1室1厅 东,大兴,枣园,中建港怡嘉园,51.00,东,1室1厅1卫,4000
整租·新源南路 3室1厅 南,朝阳,亮马桥,新源南路,80.68,南,3室1厅1卫,9500
整租·延静里中街 2室1厅 南/北,朝阳,红庙,延静里中街,60.00,南 北,2室1厅1卫,6800
整租·华府9号 2房间 南,昌平,回龙观,华府9号,48.23,南,2房间1卫,5500
整租·望园西里 2室1厅 南/北,丰台,七里庄,望园西里,46.00,南 北,2室1厅1卫,5500
整租·北街家园六区 2室1厅 东,昌平,沙河,北街家园六区,63.00,东,2室1厅1卫,4500
整租·永翌公馆 2室1厅 西,丰台,六里桥,永翌公馆,88.12,西,2室1厅1卫,9000
整租·远洋新仕界 3房间 东,房山,良乡,远洋新仕界,42.15,东,3房间1卫,3600
整租·金地朗悦YOYO派 1房间 西,房山,长阳,金地朗悦YOYO派,43.00,西,1房间1卫,2600
整租·冬季星空 3室2厅 南/北,丰台,马家堡,冬季星空,136.05,南 北,3室2厅2卫,11000
整租·富力城C区 3室2厅 南/北,朝阳,双井,富力城C区,262.44,南 北,3室2厅3卫,38000
整租·安华西里社区 1室1厅 南,朝阳,安贞,安华西里社区,40.48,南,1室1厅1卫,6100
整租·富贵园一区 2室1厅 南/北,东城,东花市,富贵园一区,85.84,南 北,2室1厅1卫,14000
整租·四方景园三区 2室1厅 东/西,丰台,成寿寺,四方景园三区,74.62,东 西,2室1厅1卫,6000
整租·玉璞家园 2室1厅 南,丰台,丽泽,玉璞家园,63.34,南,2室1厅1卫,5800
整租·富仁名苑 2室1厅 东南,朝阳,安贞,富仁名苑,75.00,东南,2室1厅1卫,8500
整租·车站中里 3室1厅 南/北,大兴,黄村火车站,车站中里,86.00,南 北,3室1厅1卫,4500
整租·中关村公馆 1房间 东,海淀,苏州桥,中关村公馆,40.00,东,1房间1卫,7000
整租·洪茂沟社区 2室1厅 南/北,西城,月坛,洪茂沟社区,52.00,南 北,2室1厅1卫,7300
整租·姚家井二巷 2室1厅 南,西城,陶然亭,姚家井二巷,44.56,南,2室1厅1卫,5000
整租·金沟河12号院 3室1厅 南/北,海淀,玉泉路,金沟河12号院,81.30,南 北,3室1厅1卫,6800
整租·远洋万和城B区 4室2厅 南/北,朝阳,亚运村小营,远洋万和城B区,177.22,南 北,4室2厅3卫,28000
整租·风格派 1室0厅 东,朝阳,亚运村小营,风格派,50.00,东,1室0厅1卫,5999
整租·金港国际 1室1厅 南,朝阳,大望路,金港国际,69.54,南,1室1厅1卫,7500
整租·洋桥北里 2室1厅 南/北,丰台,洋桥,洋桥北里,54.80,南 北,2室1厅1卫,6000
整租·SOCO公社 1房间 北,海淀,西三旗,SOCO公社,44.00,北,1房间1卫,4500
整租·中海九号公馆二区 4室2厅 东/南/北,丰台,科技园区,中海九号公馆二区,212.36,东 南 北,4室2厅3卫,27000
整租·富力城D区 1室1厅 南,朝阳,双井,富力城D区,71.53,南,1室1厅1卫,11500
整租·天朗园 4室2厅 南/北,朝阳,奥林匹克公园,天朗园,232.43,南 北,4室2厅2卫,20000
整租·首开花香四季 2室1厅 东/西,丰台,科技园区,首开花香四季,67.00,东 西,2室1厅1卫,5500
整租·天龙华鹤 2室1厅 西,丰台,科技园区,天龙华鹤,85.77,西,2室1厅1卫,6300
整租·和泓四季 2室2厅 南/北,海淀,四季青,和泓四季,79.89,南 北,2室2厅1卫,7800
整租·京禧阁 1室1厅 南/西,东城,广渠门,京禧阁,70.69,南 西,1室1厅1卫,8500
整租·苏庄二里 2室1厅 东/西,房山,良乡,苏庄二里,121.56,东 西,2室1厅1卫,3700
整租·华威西里 1室1厅 南,朝阳,潘家园,华威西里,41.69,南,1室1厅1卫,5200
整租·芦欣家园 2室1厅 南/北,昌平,西三旗,芦欣家园,74.00,南 北,2室1厅1卫,5200
整租·远洋天地二期 2室1厅 西南,朝阳,四惠,远洋天地二期,120.08,西南,2室1厅2卫,10500
整租·八角中里 2室1厅 南/北,石景山,八角,八角中里,58.74,南 北,2室1厅1卫,4900
整租·千鹤家园 2室1厅 北,朝阳,惠新西街,千鹤家园,95.75,北,2室1厅1卫,11000
整租·丰体时代花园 1室1厅 东,丰台,岳各庄,丰体时代花园,56.05,东,1室1厅1卫,4500
整租·十里堡北里 2室1厅 南/北,朝阳,十里堡,十里堡北里,62.33,南 北,2室1厅1卫,6600
整租·绿地中央广场 2房间 西,大兴,高米店,绿地中央广场,49.00,西,2房间2卫,5500
整租·安外大街80号院 3室1厅 东/西,东城,和平里,安外大街80号院,84.68,东 西,3室1厅1卫,9500
整租·凤凰城一期 3室2厅 东/西,朝阳,三元桥,凤凰城一期,172.80,东 西,3室2厅3卫,23000
整租·天兴家园 2室1厅 南/北,丰台,科技园区,天兴家园,89.50,南 北,2室1厅1卫,6500
整租·永翌公馆 2室1厅 西,丰台,六里桥,永翌公馆,88.12,西,2室1厅1卫,9000
整租·远洋新仕界 3房间 东,房山,良乡,远洋新仕界,42.15,东,3房间1卫,3600
整租·金地朗悦YOYO派 1房间 西,房山,长阳,金地朗悦YOYO派,43.00,西,1房间1卫,2600
整租·冬季星空 3室2厅 南/北,丰台,马家堡,冬季星空,136.05,南 北,3室2厅2卫,11000
整租·富力城C区 3室2厅 南/北,朝阳,双井,富力城C区,262.44,南 北,3室2厅3卫,38000
整租·安华西里社区 1室1厅 南,朝阳,安贞,安华西里社区,40.48,南,1室1厅1卫,6100
整租·富贵园一区 2室1厅 南/北,东城,东花市,富贵园一区,85.84,南 北,2室1厅1卫,14000
整租·四方景园三区 2室1厅 东/西,丰台,成寿寺,四方景园三区,74.62,东 西,2室1厅1卫,6000
整租·玉璞家园 2室1厅 南,丰台,丽泽,玉璞家园,63.34,南,2室1厅1卫,5800
整租·衙府居园 1室1厅 南,石景山,石景山其它,衙府居园,55.00,南,1室1厅1卫,4200
整租·新马家园 1室1厅 南,顺义,马坡,新马家园,65.00,南,1室1厅1卫,2800
整租·安宁里南区 2室1厅 南/北,海淀,安宁庄,安宁里南区,72.87,南 北,2室1厅1卫,5700
整租·中海御鑫阁 1室0厅 南,丰台,科技园区,中海御鑫阁,48.00,南,1室0厅1卫,5000
整租·如意里 2室1厅 东/西,西城,新街口,如意里,48.50,东 西,2室1厅1卫,7200
整租·葛布店东里 2室1厅 南/北,通州,果园,葛布店东里,64.00,南 北,2室1厅1卫,3200
整租·双柳巷 2室1厅 南/北,朝阳,双桥,双柳巷,75.14,南 北,2室1厅1卫,5000
整租·MOHO国际写字楼 1房间 北,东城,东花市,MOHO国际写字楼,24.78,北,1房间1卫,3600
整租·乐城 1室1厅 北,西城,菜户营,乐城,41.49,北,1室1厅1卫,6000
整租·枣园尚城南区 1室1厅 南/北,大兴,枣园,枣园尚城南区,66.00,南 北,1室1厅1卫,4000
整租·政馨园一区 1室1厅 东,丰台,宋家庄,政馨园一区,46.62,东,1室1厅1卫,5100
整租·苹果社区北区 1室0厅 北,朝阳,双井,苹果社区北区,59.52,北,1室0厅1卫,6300
整租·西环里 1室1厅 南,昌平,西关环岛,西环里,33.33,南,1室1厅1卫,2700
整租·广和东里 3室1厅 南/北,朝阳,劲松,广和东里,67.38,南 北,3室1厅1卫,7000
整租·西钓鱼台庄园 2室2厅 南,海淀,定慧寺,西钓鱼台庄园,116.00,南,2室2厅2卫,12000
整租·霍营小区 3室1厅 南/北,昌平,霍营,霍营小区,70.20,南 北,3室1厅1卫,5600
整租·沿海赛洛城五期 2室1厅 东/西/北,朝阳,百子湾,沿海赛洛城五期,92.51,东 西 北,2室1厅1卫,7500
整租·新景家园东区 2室1厅 南/北,东城,崇文门,新景家园东区,80.03,南 北,2室1厅1卫,8500
整租·京投发展公园悦府一区 2室1厅 东南,昌平,回龙观,京投发展公园悦府一区,91.03,东南,2室1厅1卫,6300
整租·定慧西里 2室1厅 南,海淀,定慧寺,定慧西里,71.80,南,2室1厅1卫,7200
整租·华严北里2号院 3室1厅 东/西,朝阳,健翔桥,华严北里2号院,70.16,东 西,3室1厅1卫,8800
整租·北店嘉园 3室1厅 南/北,昌平,回龙观,北店嘉园,103.00,南 北,3室1厅2卫,6700
整租·和平街十一区 2室1厅 南,朝阳,和平里,和平街十一区,46.00,南,2室1厅1卫,6000
整租·东亚创展国际 2房间 西,顺义,后沙峪,东亚创展国际,38.00,西,2房间1卫,3100
整租·朗芳园七区 2室1厅 南,通州,通州其它,朗芳园七区,92.00,南,2室1厅1卫,4000
整租·常秀家园 1室1厅 南/北,海淀,西三旗,常秀家园,41.90,南 北,1室1厅1卫,5000
整租·紫金新干线 2室1厅 南/北,昌平,霍营,紫金新干线,98.00,南 北,2室1厅1卫,6600
整租·建材城东一里 2室1厅 南/北,海淀,西三旗,建材城东一里,66.75,南 北,2室1厅1卫,5300
整租·革新里24号院 2室1厅 东,东城,永定门,革新里24号院,60.00,东,2室1厅1卫,5300
整租·后现代城B区 1室0厅 北,朝阳,大望路,后现代城B区,46.39,北,1室0厅1卫,5600
整租·北纬40度一期 4室2厅 南/北,朝阳,望京,北纬40度一期,225.00,南 北,4室2厅3卫,22000
整租·阳光100 2室2厅 西南,朝阳,CBD,阳光100,134.00,西南,2室2厅2卫,14000
整租·天恒乐活城 3室1厅 西南,房山,阎村,天恒乐活城,89.00,西南,3室1厅1卫,3300
整租·金隅万科城二期 3室1厅 南/西,昌平,鼓楼大街,金隅万科城二期,88.93,南 西,3室1厅1卫,5500
整租·首开万科城市之光盛佳尚苑 3房间 东,通州,通州其它,首开万科城市之光盛佳尚苑,38.00,东,3房间2卫,4000
整租·金融街武夷融御 2室1厅 南,通州,武夷花园,金融街武夷融御,72.00,南,2室1厅1卫,6200
整租·瑞公馆 3房间 东,大兴,天宫院,瑞公馆,37.40,东,3房间1卫,3500
整租·国美第一城3号院 2室1厅 东,朝阳,朝青,国美第一城3号院,81.22,东,2室1厅1卫,7500
整租·乐想汇 1房间 南,朝阳,北苑,乐想汇,71.70,南,1房间1卫,6500
整租·星源国际 2室1厅 西,朝阳,望京,星源国际,103.98,西,2室1厅1卫,12000
整租·科印小区 2室1厅 南/北,通州,通州北苑,科印小区,54.54,南 北,2室1厅1卫,4300
整租·柏林爱乐三期 1室1厅 东,朝阳,常营,柏林爱乐三期,67.04,东,1室1厅1卫,5800
整租·望都新地 2室1厅 南/北,昌平,北七家,望都新地,89.00,南 北,2室1厅1卫,4100
整租·新奥洋房 1室1厅 南,东城,永定门,新奥洋房,58.96,南,1室1厅1卫,6200
整租·东方雅苑 1室1厅 南,朝阳,大望路,东方雅苑,69.53,南,1室1厅1卫,7800
整租·京投银泰琨御府 3房间 北,海淀,四季青,京投银泰琨御府,66.37,北,3房间1卫,12500
整租·金惠园二里 2室2厅 南/北,大兴,高米店,金惠园二里,95.99,南 北,2室2厅2卫,5000
整租·核二院 2室1厅 南/北,海淀,定慧寺,核二院,57.00,南 北,2室1厅1卫,8000
整租·金泰城丽湾 2室1厅 南,丰台,菜户营,金泰城丽湾,91.19,南,2室1厅2卫,9800
整租·小关北里 1室1厅 南,朝阳,惠新西街,小关北里,46.00,南,1室1厅1卫,6000
整租·龙泽苑西区 3室1厅 南/北,昌平,回龙观,龙泽苑西区,94.00,南 北,3室1厅1卫,6700
整租·北京INN 2房间 复式 北,东城,朝阳门内,北京INN,122.00,北,2房间1卫,8600
整租·吉祥里东区 1室1厅 东/西,朝阳,朝阳门外,吉祥里东区,45.00,东 西,1室1厅1卫,6200
整租·万寿路甲15号院五区 3室1厅 南/东北,海淀,万寿路,万寿路甲15号院五区,95.70,南 东北,3室1厅2卫,12000
整租·瑞都国际南区 2室1厅 南,通州,九棵树(家乐福),瑞都国际南区,84.90,南,2室1厅1卫,7000
整租·幸福艺居 2室1厅 复式 南/北,通州,玉桥,幸福艺居,127.77,南 北,2室1厅1卫,3700
整租·荣上居 1室1厅 南,海淀,中关村,荣上居,37.00,南,1室1厅1卫,6800
整租·中铁翰庭 1室1厅 西,海淀,学院路,中铁翰庭,35.00,西,1室1厅1卫,6300
整租·城华园 2室1厅 北,海淀,学院路,城华园,62.15,北,2室1厅1卫,6600
整租·展春园 1室1厅 南,海淀,五道口,展春园,42.50,南,1室1厅1卫,6800
整租·望园东里 1室0厅 北,丰台,七里庄,望园东里,56.00,北,1室0厅1卫,5200
整租·北京城建海梓府 2室1厅 南/北,大兴,亦庄开发区其它,北京城建海梓府,83.00,南 北,2室1厅1卫,7400
整租·当代城市家园 1室0厅 复式 南,海淀,上地,当代城市家园,50.87,南,1室0厅1卫,6300
整租·罗庄西里 1室1厅 南,海淀,知春路,罗庄西里,47.00,南,1室1厅1卫,7200
整租·蓟门东里 1室1厅 东南,海淀,知春路,蓟门东里,50.00,东南,1室1厅1卫,6600
整租·知春嘉园 2室1厅 东南,海淀,知春路,知春嘉园,70.97,东南,2室1厅1卫,9900
整租·青年湖西里 3室1厅 南/北,东城,安定门,青年湖西里,57.00,南 北,3室1厅1卫,7800
整租·新外大街28号院 3室1厅 南/北,西城,德胜门,新外大街28号院,77.20,南 北,3室1厅1卫,8300
整租·西直门南大街 2室1厅 东,西城,官园,西直门南大街,65.70,东,2室1厅1卫,8500
整租·东斜街 1室1厅 南,西城,西单,东斜街,41.60,南,1室1厅1卫,8500
整租·新裕家园 2室1厅 南,东城,崇文门,新裕家园,78.42,南,2室1厅1卫,11000
整租·金鱼池西区 2室1厅 南/北,东城,天坛,金鱼池西区,65.44,南 北,2室1厅1卫,7800
整租·安化南里 2室1厅 东,东城,广渠门,安化南里,70.00,东,2室1厅1卫,7100
整租·富莱茵花园 1室1厅 东/南,东城,永定门,富莱茵花园,51.95,东 南,1室1厅1卫,4500
整租·白菜湾社区 2室1厅 南/北,西城,天宁寺,白菜湾社区,58.00,南 北,2室1厅1卫,5500
整租·天宁寺前街北里 1室1厅 西,西城,天宁寺,天宁寺前街北里,41.00,西,1室1厅1卫,5200
整租·彩虹新城 2室1厅 南/北,大兴,枣园,彩虹新城,88.62,南 北,2室1厅1卫,4700
整租·南庭新苑北区 2室1厅 南/北,丰台,新宫,南庭新苑北区,61.00,南 北,2室1厅1卫,4600
整租·明发雅苑 2室1厅 东南,大兴,天宫院,明发雅苑,85.35,东南,2室1厅1卫,3900
整租·恒大滨河左岸 2室1厅 东南/西,房山,良乡,恒大滨河左岸,75.26,东南 西,2室1厅1卫,3200
整租·康泽佳苑南区 1室1厅 南,房山,长阳,康泽佳苑南区,54.36,南,1室1厅1卫,3200
整租·花家地小区 1室1厅 南/北,朝阳,望京,花家地小区,50.44,南 北,1室1厅1卫,5500
整租·瑞平家园 1室1厅 南,朝阳,中央别墅区,瑞平家园,60.00,南,1室1厅1卫,5800
整租·金澳国际 1室1厅 西南,海淀,马甸,金澳国际,56.71,西南,1室1厅1卫,7000
整租·天通苑东一区 1室1厅 西南,昌平,天通苑,天通苑东一区,75.00,西南,1室1厅1卫,5200
整租·葛洲坝北京紫郡兰园 3室1厅 南/北,海淀,海淀北部新区,葛洲坝北京紫郡兰园,88.89,南 北,3室1厅1卫,6800
整租·乐成豪丽 1室1厅 东,朝阳,大望路,乐成豪丽,69.00,东,1室1厅1卫,10000
整租·金隅自由筑 2房间 东/南,通州,临河里,金隅自由筑,60.82,东 南,2房间1卫,2750
整租·新景家园东区 1室1厅 东/西,东城,崇文门,新景家园东区,66.86,东 西,1室1厅1卫,7800
整租·望园东里 2室1厅 西/北,丰台,七里庄,望园东里,98.71,西 北,2室1厅1卫,7400
整租·慈云寺 2室1厅 南,朝阳,红庙,慈云寺,71.10,南,2室1厅1卫,8500
整租·建材城西一里 2室1厅 南/北,海淀,西三旗,建材城西一里,54.60,南 北,2室1厅1卫,6000
整租·方恒东景 3室0厅 南,通州,临河里,方恒东景,84.04,南,3室0厅1卫,4500
整租·东直门外大街(东城） 1室1厅 南,东城,东直门,东直门外大街(东城）,42.93,南,1室1厅1卫,5900
整租·北京北 2室1厅 南,昌平,立水桥,北京北,81.89,南,2室1厅1卫,7700
整租·白广路 2室1厅 南/北,西城,牛街,白广路,100.00,南 北,2室1厅1卫,10000
整租·华兴园 2室1厅 东/西,通州,通州北苑,华兴园,90.74,东 西,2室1厅1卫,4800
整租·民旺园 2室1厅 南/北,东城,和平里,民旺园,60.44,南 北,2室1厅1卫,10000
整租·中关村 2室1厅 南/北,海淀,中关村,中关村,60.00,南 北,2室1厅1卫,9000
整租·炫特嘉园二期 1室1厅 北,朝阳,石佛营,炫特嘉园二期,41.30,北,1室1厅1卫,5000
整租·万科新里程57号院 2室1厅 南/北,房山,长阳,万科新里程57号院,89.00,南 北,2室1厅1卫,4500
整租·和乔丽致公寓 1室1厅 西,朝阳,CBD,和乔丽致公寓,61.44,西,1室1厅1卫,10500
整租·龙腾苑六区 3室1厅 南/北,昌平,回龙观,龙腾苑六区,141.00,南 北,3室1厅2卫,9000
整租·公园1872 1室1厅 南/西,朝阳,石佛营,公园1872,81.92,南 西,1室1厅1卫,11000
整租·设计师广场 1室1厅 东南/南,丰台,科技园区,设计师广场,45.31,东南 南,1室1厅1卫,3980
整租·鲁能钓鱼台美高梅公馆 2房间 北,丰台,刘家窑,鲁能钓鱼台美高梅公馆,47.00,北,2房间2卫,7100
